Fighter,Opponent,W/L,Method,Competition,Weight,Stage,Year
Vagner Rocha,Francisco Cuneo,W,RNC,Charleston NGO,ABS,SF,2022
Vagner Rocha,Estevan Martinez,W,RNC,Charleston NGO,ABS,F,2022
Vagner Rocha,Thiago Cesar,W,Submission,SD NGO,91KG,SF,2022
Vagner Rocha,Jorge Farfan,W,Triangle,SD NGO,91KG,F,2022
Damion Oranday,Andrew Alexander,W,Toe hold,Austin WNGO,73KG,F,2022
Vagner Rocha,Elliot Kelly,W,Submission,SD NGO,ABS,SF,2022
Vagner Rocha,Johnny Tama,W,Aoki lock,SD NGO,ABS,F,2022
Vagner Rocha,Hugo Borim,W,Cross face,Honor Challenge,ABS,SF,2022
Vagner Rocha,Angelo Claiborne,W,Cross face,Orlando SMNGO,91KG,SF,2022
Vagner Rocha,Juan Romero,W,Reverse triangle,Orlando SMNGO,91KG,F,2022
Vagner Rocha,Francisco Cuneo,W,Points,Orlando SMNGO,ABS,4F,2022
Vagner Rocha,Johanan Vielma,W,N/A,Orlando SMNGO,ABS,SF,2022
Vagner Rocha,Jeferson Guaresi,W,Adv,Orlando SMNGO,ABS,F,2022
John Combs,David Lohrey,W,Guillotine,ADCC WC Trials,77KG,R2,2022
John Combs,AJ Agazarm,L,Referee Decision,ADCC WC Trials,77KG,R4,2022
Damion Oranday,Dany Vega,W,Outside heel hook,N. Orleans NGO,73KG,RR,2022
Vagner Rocha,Shawn Hoehne,W,Shoulder lock,NoGi Worlds,91KG,R1,2022
Damion Oranday,Cameron Adair,W,Lateral kneebar,Dallas NGO,73KG,F,2022
Vagner Rocha,C. Negromonte,W,Pts: 0x0,NoGi Worlds,91KG,SF,2022
Damion Oranday,Yue Goh,W,Toe hold,Denver Open,76KG,R1,2022
Joe Dierkhising,Brandon Williamson,W,Pts: 2x0,ADCC WC Trials,O99KG,8F,2022
Josh Hinger,Lucas Barbosa,L,Pts: 7x0,ADCC,88KG,4F,2022
Josh Hinger,Tye Ruotolo,W,Pts: 3x2,ADCC,88KG,R1,2022
Damion Oranday,Murilo Linhares,W,Outside heel hook,Denver NGO,73KG,F,2022
Gabriel Arges,Manuel Ribamar,L,Pts: 9x0,No Gi Pan Am.,85KG,8F,2022
Gabriel Arges,Matheus Martinez,W,Pts: 8x4,No Gi Pan Am.,85KG,R1,2022
Gabriel Gaudio,Richar Nogueira,L,RNC,No Gi Pan Am.,67KG,4F,2022
Daniel Diniz,Johnatha Alves,L,Toe hold,Pan American,76KG,4F,2022
Josh Cisneros,Diogo Reis,L,Pts: 2x0,ADCC,66KG,SF,2022
Josh Cisneros,Mateen Stevens,W,Reverse triangle,ADCC WC Trials,66KG,R1,2022
Daniel Diniz,Victor Junqueira,W,Toe hold,Dallas Open,76KG,R1,2022
Josh Cisneros,Juan Londono,W,Reverse triangle,ADCC WC Trials,66KG,R2,2022
Daniel Maira,Dennis Pressey,W,Estima lock,NoGi Worlds,67KG,R1,2022
Josh Cisneros,Adam Benayoun,W,Referee Decision,ADCC WC Trials,66KG,8F,2022
Josh Cisneros,Gavin Corbe,W,Armbar,ADCC WC Trials,66KG,4F,2022
Daniel Sathler,Joao Henrique,W,Kneebar,Houston FO,76KG,4F,2022
Josh Cisneros,Ethan Crelinsten,W,Armbar,ADCC,66KG,R1,2022
Davi Cabral,Austin Oranday,W,Kneebar,Oklahoma Open,ABS,4F,2022
Josh Cisneros,Sam McNally,W,Referee Decision,ADCC,66KG,4F,2022
Julia Alves,Mayssa Bastos,L,Violin armlock,ADCC BR2 Trials,60KG,F,2022
Davi Cabral,Jae McIntosh,W,Kneebar,Austin WO,100KG,F,2022
Davi Cabral,Cameron Chafee,W,Kneebar,Sal Lake CNGO,ABS,SF,2022
Francisco Lo,Oliver Taza,W,Armlock,No Gi Pan Am.,85KG,8F,2022
Gianni Grippo,Adam Benayoun,L,Pts: 8x8,No Gi Pan Am.,67KG,SF,2022
Gianni Grippo,Giovanni Marcelo,W,Katagatame,No Gi Pan Am.,67KG,R1,2022
Julia Alves,Gabriela Fechter,W,Pts: 4x0,ADCC BR2 Trials,60KG,SF,2022
JT Torres,PJ Barch,L,Pts: 4x0,ADCC,77KG,4F,2022
JT Torres,Keita Iwamoto,W,Referee Decision,ADCC,77KG,R1,2022
Davi Cabral,Victor Lima,W,Kneebar,Grand Slam MIA,94KG,R1,2022
Keith Krikorian,Thien Luu,W,RNC,ADCC WC Trials,66KG,R1,2022
Keith Krikorian,Anthony Arnal,W,Pts: 3x0,ADCC WC Trials,66KG,R2,2022
Keith Krikorian,Elias Anderson,W,Pts: 2x0,ADCC WC Trials,66KG,R3,2022
Gianni Grippo,Gustavo Estebam,W,Pts: 15x7,No Gi Pan Am.,67KG,4F,2022
Guthierry Barbosa,Rodrigo Tatu,L,Katagatame,No Gi Pan Am.,85KG,8F,2022
Vannessa Griffin,Chloe McNally,L,Pts: 10x6,Pan American,69KG,SF,2022
Vannessa Griffin,Larissa Dias,L,RNC,Atlanta SPO,ABS,F,2022
Vannessa Griffin,Kira Sung,L,Pts: 4x2,World Champ.,69KG,R1,2022
Vannessa Griffin,Maria Malyjasiak,L,Choke from back,Washington NGO,ABS,F,2022
Vannessa Griffin,Maria Malyjasiak,L,Points,N. Haven Open,ABS,F,2022
Helton Jose Junior,Henrique Cardoso,L,Pts: 0x0,No Gi Pan Am.,ABS,F,2022
Helton Jose Junior,Jorge Escudero,W,Pts: 0x0,No Gi Pan Am.,ABS,8F,2022
Vannessa Griffin,Ana Nascimento,W,Armbar,Pan American,69KG,4F,2022
Vannessa Griffin,Betina Pereira,W,Choke,Atlanta SPO,ABS,SF,2022
Vannessa Griffin,Kristi Lough,W,Pts: 6x0,Washington NGO,74KG,F,2022
Vannessa Griffin,Kristi Lough,W,Pts: 0x0,Washington NGO,ABS,SF,2022
Vannessa Griffin,Bridget Mceliese,W,Triangle,N. Haven Open,74KG,F,2022
Vannessa Griffin,Kristi Lough,W,Choke from back,N. Haven Open,ABS,SF,2022
Helton Jose Junior,Thomas Bracher,W,Pts: 4x2,No Gi Pan Am.,ABS,4F,2022
Davi Cabral,Eduardo Inojosa,W,Kneebar,Grand Slam MIA,94KG,4F,2022
Davi Cabral,Lucas Lisboa,W,Kneebar,Grand Slam MIA,94KG,SF,2022
Keith Krikorian,Damien Anderson,W,Pts: 5x2,ADCC WC Trials,66KG,SF,2022
Davi Cabral,Brandon Bergeron,W,Kneebar,Twin Cities NGO,ABS,F,2022
Davi Cabral,Jackson Douglas,W,Kneebar,Atlanta FO,100KG,F,2022
Kade Ruotolo,Lachlan Giles,W,Armbar,ADCC,77KG,R1,2022
David Garmo,Jacob Couch,L,Inside heel hook,WNO 11,93KG,SPF,2022
David Garmo,Oliver Taza,L,Straight ankle lock,EBI 19,77KG,4F,2022
David Garmo,Chris Wojcik,L,Inside heel hook,Midwest F8,84KG,SPF,2022
David Garmo,Vinicius Jesus,W,Inside heel hook,EBI 19,77KG,R1,2022
David Garmo,Gabriel Lima,W,Inside heel hook,American NGN,85KG,SF,2022
David Garmo,Vegard Vanderberg,W,Inside heel hook,European NG,85KG,4F,2022
Diego Oliveira,Vinny Saenz,W,Outside heel hook,JJ Con NG,67KG,4F,2022
Diego Oliveira,Giovanni Marcelo,W,Lateral kneebar,JJ Con NG,67KG,SF,2022
Kade Ruotolo,PJ Barch,W,Armbar,ADCC,77KG,SF,2022
Diego Oliveira,Emilio Hernandez,W,Lateral kneebar,JJ Con NG,67KG,F,2022
Diogo Reis,Paulo Oliveira,W,Toe hold,Curitiba Open,64KG,4F,2022
Diogo Reis,Lucas Pinheiro,W,Toe hold,World Champ.,64KG,4F,2022
Deandre Corbe,Andrew Kochel,L,Straight ankle lock,Survivor 2,ABS,RR,2022
Victor Hugo,Gustavo Batista,L,Referee Decision,World Champ.,ABS,4F,2022
Kaynan Duarte,Owen Livesey,W,Pts: 8x0,ADCC,99KG,R1,2022
Kaynan Duarte,Elder Cruz,W,Pts: 5x2,ADCC,99KG,4F,2022
Victor Hugo,Roberto Abreu,L,Pts: 0x0,NoGi Worlds,ABS,SF,2022
Victor Hugo,Roberto Abreu,L,Pts: 2x0,NoGi Worlds,O97KG,F,2022
Kaynan Duarte,Rafael Lovato,W,Referee Decision,ADCC,99KG,SF,2022
Deandre Corbe,John Battle,W,Kneebar,Survivor 2,ABS,RR,2022
Deandre Corbe,Rodrigo Freitas,W,Inside heel hook,American NGN,73KG,SF,2022
Eduardo Avelar,Tainan Dalpra,L,Toe hold,JJ Con,82KG,F,2022
Eduardo Roque,Johnny Tama,L,Estima lock,Nashville Open,76KG,SF,2022
Helton Jose Junior,Hunter Colvin,W,Pts: 8x0,No Gi Pan Am.,ABS,SF,2022
Junny Ocasio,Justin Carneiro,W,Straight ankle lock,Atlanta SPO,64KG,SF,2022
Henrique Cardoso,Clay Mayfield,W,Armbar,No Gi Pan Am.,ABS,4F,2022
Junny Ocasio,Jhonatas Ramos,W,Inside heel hook,N. Haven NGO,61KG,SF,2022
Junny Ocasio,Hiago Gama,W,Straight ankle lock,N. Haven NGO,61KG,F,2022
Junny Ocasio,Huthayfah Penney,W,Outside heel hook,NHaven FNGO,61KG,SF,2022
Victor Hugo,Igor Schneider,W,Referee Decision,F2W 193,O93KG,SPF,2022
Victor Hugo,Guilherme Bacha,W,Bow and arrow,World Champ.,O100KG,4F,2022
Junny Ocasio,Rene Lopez,W,Inside heel hook,NoGi Worlds,61KG,R1,2022
Victor Hugo,Gutemberg Pereira,W,Pts: 9x2,World Champ.,O100KG,F,2022
Victor Hugo,Roberto Jimenez,W,Pts: 5x2,World Champ.,ABS,R1,2022
Victor Hugo,Guilherme Augusto,W,Pts: 2x0,World Champ.,ABS,8F,2022
Kaynan Duarte,Craig Jones,W,Pts: 12x0,ADCC,99KG,F,2022
Kendall Reusing,Rafaela Guedes,L,Injury,ADCC,O60KG,SF,2022
Victor Hugo,Alan Zacharias,W,N/A,Houston FNGO,O97KG,SF,2022
Victor Hugo,Renato Tagliari,W,N/A,Houston FNGO,O97KG,F,2022
Victor Hugo,Cameron Floczak,W,N/A,Houston FNGO,ABS,4F,2022
Victor Hugo,Felipe Cesar,W,Points,Houston FNGO,ABS,SF,2022
Victor Hugo,Francisco Cuneo,W,Pen,Houston FNGO,ABS,F,2022
Victor Hugo,Francisco Cuneo,W,Short choke,NoGi Worlds,ABS,4F,2022
Victor Hugo,Daniel Schuardt,W,Pts: 12x0,NoGi Worlds,O97KG,4F,2022
Victor Hugo,Roosevelt Sousa,W,Referee Decision,NoGi Worlds,O97KG,SF,2022
Victor Nithael,Lucas Protasio,L,RNC,Rio SMO,76KG,F,2022
Victor Nithael,Jadson Araujo,L,Pts: 0x0,Sul Brasileiro,76KG,SF,2022
Victor Nithael,Andy Murasaki,L,Pts: 4x2,Pan American,76KG,R2,2022
Victor Nithael,Jonnatas Gracie,L,Pts: 4x4,World Champ.,76KG,4F,2022
Eleftheria Christodoulou,Andressa Cintra,L,Inside heel hook,NoGi Worlds,76KG,SF,2022
Victor Nithael,Marlus Salgado,L,Anaconda choke,Grand Slam RJ,69KG,RPC,2022
Victor Nithael,Cleison Gabriel,L,Pts: 5x4,AJP SA Team,69KG,SF,2022
Victor Nithael,Jackson Bernardo,L,Pts: 2x1,WP Qualifier,77KG,SF,2022
Victor Nithael,M. Albuquerque,W,Triangle,Rio SMO,76KG,4F,2022
Victor Nithael,Leandro Lima,W,Pts: 5x4,Rio SMO,76KG,SF,2022
Victor Nithael,Andre Fellipe,W,Armbar,Sul Brasileiro,76KG,4F,2022
Victor Nithael,Everson Lara,W,Omoplata,Curitiba Open,76KG,R1,2022
Victor Nithael,Walker Barroso,W,Injury,Curitiba Open,76KG,4F,2022
Victor Nithael,Gustavo Barbosa,W,Armbar,Curitiba Open,76KG,SF,2022
Victor Nithael,Italo Moura,W,Pts: 0x0,World Champ.,76KG,R1,2022
Victor Nithael,Espen Mathiesen,W,Referee Decision,World Champ.,76KG,8F,2022
Victor Nithael,Lucas Carvalho,W,Pts: 5x5,Grand Slam RJ,69KG,R1,2022
Victor Nithael,Artur Lanes,W,Pts: 4x0,Grand Slam RJ,69KG,8F,2022
Victor Nithael,Leo Saggioro,W,Pts: 3x3,Grand Slam RJ,69KG,4F,2022
Victor Nithael,Artur Oliveira,W,Pts: 3x2,AJP SA Team,69KG,RR,2022
Victor Nithael,Rogerio Junior,W,Pts: 6x0,AJP SA Team,69KG,RR,2022
Victor Nithael,Eduardo Bastezini,W,Pts: 6x0,AJP SA Team,69KG,RR,2022
Victor Nithael,Cleber Sousa,D,---,AJP SA Team,69KG,3RD,2022
Victor Nithael,Rodolfo Giarola,W,Pts: 5x0,WP Qualifier,77KG,R1,2022
Victor Nithael,Luiz Paulo,W,Pts: 6x5,WP Qualifier,77KG,4F,2022
Henrique Cardoso,Francisco Cuneo,W,Pts: 4x0,No Gi Pan Am.,ABS,SF,2022
Kendall Reusing,Giovanna Jara,W,Guillotine,ADCC,O60KG,4F,2022
Vinícius Ferreira,Reda Mebtouche,L,Choke from back,European Open,ABS,8F,2022
Vinícius Ferreira,Fellipe Andrew,L,Pts: 5x0,European Open,100KG,F,2022
Vinícius Ferreira,Erich Munis,L,Armbar,Pan American,100KG,SF,2022
Vinícius Ferreira,Roosevelt Sousa,L,Pts: 2x2,World Champ.,ABS,8F,2022
Vinícius Ferreira,Kaynan Duarte,L,Referee Decision,SUBVERSIV 7,ABS,F,2022
Vinícius Ferreira,Wallace Costa,L,Pts: 1x0,Grand Slam MIA,120KG,SF,2022
Vinícius Ferreira,R. Evangelista,L,Referee Decision,Grand Slam MIA,120KG,RPC,2022
Kennedy Maciel,Diego Oliveira,L,Z Lock,ADCC,66KG,4F,2022
Kennedy Maciel,Geo Martinez,W,RNC,ADCC,66KG,R1,2022
Vinícius Ferreira,Anderson Munis,L,Pts: 4x4,World Champ.,100KG,8F,2022
Eleftheria Christodoulou,Paivi Aittamaa,W,Kneebar,European NG,77KG,F,2022
Henrique Cardoso,Helton Jose,W,Pts: 0x0,No Gi Pan Am.,ABS,F,2022
Igor Feliz,Jeferson Guaresi,L,Pts: 0x0,No Gi Pan Am.,79KG,8F,2022
Eleftheria Christodoulou,Marta Szarecka,W,Toe hold,European NG,ABS,F,2022
Kieran Kichuk,Benjamin Schultz,W,RNC,ADCC WC Trials,77KG,R2,2022
Elijah Dorsey,Emilio Hernandez,W,Toe hold,Atlanta FO,ABS,SF,2022
Vinícius Ferreira,Haidar Abbas,W,Pts: 0x0,European Open,ABS,R1,2022
Vinícius Ferreira,Davi Souza,W,Pts: 2x2,World Champ.,ABS,R1,2022
Vinícius Ferreira,Gabriel Machado,W,Referee Decision,SUBVERSIV 7,ABS,4F,2022
Vinícius Ferreira,Helton Jose,W,Pts: 5x2,Grand Slam MIA,120KG,4F,2022
Vinícius Ferreira,Cassio Costa,W,RNC,JJ Con NG,97KG,SF,2022
Kieran Kichuk,Anthony Robinson,W,Pts: 3x0,ADCC WC Trials,77KG,R4,2022
Kieran Kichuk,Daniel Smith,W,RNC,ADCC WC Trials,77KG,8F,2022
Kody Steele,Chris Wojcik,L,Referee Decision,ADCC WC Trials,77KG,R1,2022
Elisabeth Clay,Raiane Santos,W,Estima lock,Brasileiro,74KG,SF,2022
Kristóf Szucs,Andrzej Iwat,W,RNC,ADCC EU Trials,99KG,R1,2022
Kristóf Szucs,Julian Stonjek,W,Katagatame,ADCC EU Trials,99KG,R2,2022
Kyle Boehm,Craig Jones,L,Guillotine,ADCC,99KG,4F,2022
Kyle Boehm,Brandon Reed,W,RNC,ADCC WC Trials,O99KG,R2,2022
Kyle Boehm,Michael Perez,W,Pts: 2x0,ADCC WC Trials,O99KG,8F,2022
Elisabeth Clay,Amanda Hening,W,Straight ankle lock,Grand Slam MIA,70KG,SF,2022
Elisabeth Clay,Luciana Mota,W,Inside heel hook,NoGi Worlds,ABS,SF,2022
Elisabeth Clay,Fernanda Figueiredo,W,Outside heel hook,NoGi Worlds,66KG,4F,2022
Kyle Boehm,Devhonte Johnson,W,Referee Decision,ADCC,99KG,R1,2022
Lachlan Giles,Kade Ruotolo,L,Armbar,ADCC,77KG,R1,2022
Leonardo Lara,Matheus Siqueira,L,Referee Decision,ADCC BR2 Trials,77KG,8F,2022
Leonardo Lara,Philip Franca,W,RNC,ADCC BR2 Trials,77KG,R2,2022
Leonardo Lara,Keweny Lopes,W,Pts: 7x0,ADCC BR2 Trials,77KG,R3,2022
Elisabeth Clay,Rachel Ranschau,W,Inside heel hook,NoGi Worlds,66KG,SF,2022
Luan Carvalho,Valdir Araujo,L,Referee Decision,ADCC BR2 Trials,88KG,4F,2022
Luan Carvalho,Edson Oliveira,W,Referee Decision,ADCC BR2 Trials,88KG,R2,2022
Luan Carvalho,Erick Sousa,W,Pts: 3x0,ADCC BR2 Trials,88KG,R3,2022
Luan Carvalho,C. Negromonte,W,Referee Decision,ADCC BR2 Trials,88KG,8F,2022
Lucas Barbosa,Giancarlo Bodoni,L,RNC,ADCC,88KG,F,2022
Lucas Barbosa,Santeri Lilius,W,Pts: 3x0,ADCC,88KG,R1,2022
Emilio Hernandez,Diego Oliveira,L,Lateral kneebar,JJ Con NG,67KG,F,2022
Lucas Barbosa,Josh Hinger,W,Pts: 7x0,ADCC,88KG,4F,2022
Lucas Barbosa,Vagner Rocha,W,Referee Decision,ADCC,88KG,SF,2022
Lucas Pinheiro,Gadiel Adorno,W,Pts: 2x0,ADCC Vegas,65KG,R1,2022
Emilio Hernandez,Elijah Dorsey,L,Toe hold,Atlanta FO,ABS,SF,2022
Emilio Hernandez,Nicolas Gallego,W,Inside heel hook,Indianapolis NGO,67KG,SF,2022
Emilio Hernandez,Chris Kriebel,W,Toe hold,Indianapolis NGO,67KG,F,2022
Emilio Hernandez,Marcos Rodrigues,W,Kneebar,Charleston Open,70KG,4F,2022
Emilio Hernandez,Antonio Casarez,W,Kneebar,Charleston NGO,67KG,RR,2022
Lucas Pinheiro,Abel Ronquillo,W,Katagatame,ADCC Vegas,65KG,4F,2022
Lucas Pinheiro,Isaac Cordova,W,Pts: 5x0,ADCC Vegas,65KG,SF,2022
Lucas Pinheiro,Gustavo Santos,W,Pts: 2x0,ADCC Vegas,65KG,F,2022
Emilio Hernandez,Santiago Furlong,W,Toe hold,Nashville NGO,67KG,F,2022
Vinicius Pereira,Ygor Rodrigues,L,Choke from back,Rio Fall Open,76KG,F,2022
Vinicius Pereira,Vitor Oliveira,L,Referee Decision,Brasileiro,76KG,R1,2022
Vinicius Pereira,Ismael Santos,L,Pts: 0x0,Chicago SPO,70KG,4F,2022
Emilio Hernandez,Santiago Furlong,W,Inside heel hook,Atlanta SPNGO,67KG,F,2022
Vinicius Pereira,Luis Ribas,L,Choke from back,Floripa WO,76KG,SF,2022
Vinicius Pereira,Luiz Santos,L,Pts: 2x0,Rio WO,76KG,F,2022
Vinicius Pereira,Jadson Santos,L,Referee Decision,Betim Open,76KG,F,2022
Vinicius Pereira,Natan Chueng,L,Choke from back,South American,76KG,F,2022
Emilio Hernandez,Michael Hay,W,Outside heel hook,Chicago SPNGO,67KG,RR,2022
Emilio Hernandez,Vinicius Pereira,W,Inside heel hook,Chicago SPNGO,67KG,F,2022
Emilio Hernandez,Max DeBeen,W,Footlock,Washington DCO,70KG,SF,2022
Emilio Hernandez,Francis Kubach,W,Kneebar,Washington NGO,ABS,SF,2022
Emilio Hernandez,Thiag Dalcol,W,Kneebar,Washington NGO,ABS,SF,2022
Vinicius Pereira,Frank Goncalves,W,Submission,Liga Global,82KG,F,2022
Emilio Hernandez,Keven Carrasco,W,Outside heel hook,Phoenix NGO,67KG,SF,2022
Vinicius Pereira,Joao Neto,W,Pts: 2x0,Rio Fall Open,76KG,4F,2022
Vinicius Pereira,Alexandre Molinaro,W,Choke from back,Rio Fall Open,76KG,SF,2022
Vinicius Pereira,Michael Hay,W,Armbar,Chicago SPNGO,67KG,RR,2022
Vinicius Pereira,Braynner Ioga,W,Pts: 5x0,Rio WO,76KG,4F,2022
Vinicius Pereira,Leonardo Domingos,W,Pts: 2x2,Rio WO,76KG,SF,2022
Vinicius Pereira,Evandro Oliveira,W,N/A,Betim Open,76KG,4F,2022
Vinicius Pereira,Mateus Garcia,W,N/A,Betim Open,76KG,SF,2022
Vinicius Pereira,Luis Athayde,W,RNC,South American,76KG,R1,2022
Vinicius Pereira,Marlus Salgado,W,Pts: 2x2,South American,76KG,4F,2022
Vinicius Pereira,Wilhiam Matheus,W,Pts: 2x2,South American,76KG,SF,2022
Emilio Hernandez,Aidan Collins,W,Toe hold,Phoenix NGO,67KG,F,2022
Emilio Hernandez,Pablo Almeida,W,Toe hold,Chicago SMO,ABS,4F,2022
Lucas Protasio,Mica Galvao,L,Yoko sankaku,ADCC BR1 Trials,77KG,SF,2022
Lucas Protasio,Richard Filho,W,Pts: 2x0,ADCC BR1 Trials,77KG,R1,2022
Lucas Protasio,Alessandro Botelho,W,Pts: 3x0,ADCC BR1 Trials,77KG,R2,2022
Lucas Protasio,Jefferson Pontes,W,Pts: 2x0,ADCC BR1 Trials,77KG,R3,2022
Lucas Protasio,JZ Cavalcante,W,Referee Decision,ADCC BR1 Trials,77KG,4F,2022
Luiz Paulo,Roberto Jimenez,L,Injury,ADCC BR2 Trials,77KG,SF,2022
Luiz Paulo,Pierpaolo Chiappe,W,Pts: 2x0,ADCC BR1 Trials,77KG,R1,2022
Luiz Paulo,Jhonny Loureiro,W,Pts: 2x0,ADCC BR1 Trials,77KG,R3,2022
Emilio Hernandez,Alex Hodi,W,Toe hold,Chicago SMNG,67KG,F,2022
Igor Feliz,James Partridge,W,Pts: 11x0,No Gi Pan Am.,79KG,R1,2022
Igor Schneider,Francisco Cuneo,L,Pts: 0x0,No Gi Pan Am.,ABS,4F,2022
Emilio Hernandez,Shoya Ishiguro,W,Kneebar,JJ Con NG,67KG,4F,2022
Igor Schneider,Rodrigo Tatu,W,Pts: 5x0,No Gi Pan Am.,ABS,8F,2022
Vitor Henrique Oliveira,Pablo Lavaselli,L,Pts: 0x0,Brasileiro,76KG,SF,2022
Emilio Hernandez,Giovanni Carvalho,W,Inside heel hook,Atlanta FNGO,68KG,F,2022
Jasmine Rocha,Anna Rodrigues,L,Pts: 3x0,No Gi Pan Am.,61KG,SF,2022
Jasmine Rocha,Janine Mutton,W,Armbar,No Gi Pan Am.,61KG,4F,2022
Jeferson Guaresi,Igor Feliz,W,Pts: 0x0,No Gi Pan Am.,79KG,8F,2022
Vitor Henrique Oliveira,Vinicius Pereira,W,Referee Decision,Brasileiro,76KG,R1,2022
Vitor Henrique Oliveira,Lucas Gualberto,W,Pts: 5x0,Brasileiro,76KG,4F,2022
Vitoria Vieira,Nathalie Ribeiro,L,Pts: 3x2,Grand Slam LDN,62KG,SF,2022
Vitoria Vieira,Ffion Davies,L,Submission,Grand Slam LDN,62KG,RPC,2022
Vitoria Vieira,Gabrieli Pessanha,L,Choke,Rio Fall Open,ABS,SF,2022
Emilio Hernandez,Michael Mehl,W,Toe hold,Charlotte Open,70KG,F,2022
Vitoria Vieira,Nathalie Ribeiro,L,Pts: 4x0,Brasileiro,64KG,F,2022
Vitoria Vieira,Ffion Davies,L,Bow and arrow,World Champ.,64KG,4F,2022
Vitoria Vieira,Ffion Davies,L,Armbar,RAW 2,66KG,SPF,2022
Vitoria Vieira,Sabrina Gondim,L,Pts: 0x0,South American,64KG,F,2022
Vitoria Vieira,Brigida Felipe,L,Pts: 1x0,WP Qualifier,62KG,RR,2022
Vitoria Vieira,Rayla Melo,W,Pts: 2x1,Guarapari Pro,62KG,SF,2022
Vitoria Vieira,Leticia Wambier,W,Arm in Ezekiel,Guarapari Pro,62KG,F,2022
Vitoria Vieira,Leticia Wambier,W,Choke from back,Guarapari Pro,ABS,SF,2022
Luiz Paulo,Iranslav Neoral,W,RNC,ADCC BR2 Trials,77KG,R2,2022
Vitoria Vieira,Yasmin Pessanha,W,Pts: 11x0,Grand Slam LDN,62KG,R1,2022
Vitoria Vieira,Luciane Silva,W,Referee Decision,Grand Slam LDN,62KG,4F,2022
Vitoria Vieira,Pollyana Ferreira,W,Armbar,Rio Fall Open,69KG,RR,2022
Vitoria Vieira,Natalia Zumba,W,Pts: 0x0,Rio Fall Open,ABS,4F,2022
Vitoria Vieira,Hannah Rauch,W,Pts: 2x0,World Champ.,64KG,8F,2022
Vitoria Vieira,Thayana Bandeira,W,DQ,Rio WO,64KG,SF,2022
Vitoria Vieira,Thaynara Ferreira,W,Pts: 4x2,Brasileiro NoGi,64KG,SF,2022
Vitoria Vieira,Ludmila Fiori,W,Submission,WP Qualifier,62KG,RR,2022
Vitoria Vieira,Gabriela Barreto,W,Pts: 2x0,WP Qualifier,62KG,RR,2022
Emilio Hernandez,Giovanni Marcelo,W,Inside heel hook,Charleston FNGO,67KG,SF,2022
Luiz Paulo,Luis Seabra,W,Pts: 2x0,ADCC BR2 Trials,77KG,R3,2022
Wallace Costa,Fellipe Andrew,L,Referee Decision,Pan American,ABS,SF,2022
Wallace Costa,Roberto Abreu,L,Pts: 3x0,Pan American,O100KG,4F,2022
Wallace Costa,Henrique Eirof,L,Pts: 4x1,SA Cont. Pro,120KG,SF,2022
Wallace Costa,Anton Sleznev,L,Pts: 2x0,Grand Slam AD,120KG,F,2022
Emilio Hernandez,Dennis Pressey,W,Straight ankle lock,Charleston FNGO,67KG,F,2022
Wallace Costa,Nicholas Meregali,L,Loop choke,World Champ.,ABS,4F,2022
Wallace Costa,Marcus Ribeiro,L,Pts: 1x0,Grand Slam RJ,120KG,SF,2022
Wallace Costa,Antonio Assef,L,N/A,Brasileiro NoGi,O97KG,F,2022
Wallace Costa,Henrique Cardoso,L,Pts: 6x2,Brasileiro NoGi,ABS,SF,2022
Wallace Costa,Roosevelt Sousa,L,Pts: 1x0,Grand Slam MIA,120KG,F,2022
Wallace Costa,Jacson Silva,L,Referee Decision,South American,ABS,4F,2022
Wallace Costa,Justin Primrose,L,Referee Decision,World Pro,120KG,RR,2022
Wallace Costa,Yatan Bueno,L,Pts: 4x0,World Pro,120KG,RR,2022
Wallace Costa,Marcelo Castro,W,Kimura,Guarapari Pro,120KG,SF,2022
Emilio Hernandez,Diogo Oliveira,W,Inside heel hook,Charleston FNGO,ABS,4F,2022
Wallace Costa,Everson Rocha,W,Pts: 3x2,Gramado Pro,120KG,F,2022
Wallace Costa,Tacio Carneiro,W,Pts: 1x1,Grand Slam LDN,120KG,4F,2022
Wallace Costa,Igor Silva,W,Pts: 2x0,Grand Slam LDN,120KG,SF,2022
Wallace Costa,Gutemberg Pereira,W,Pts: 2x2,Grand Slam LDN,120KG,F,2022
Wallace Costa,Matheus Luna,W,Pts: 0x0,Pan American,ABS,R2,2022
Wallace Costa,Fellipe Trovo,W,Pts: 5x2,Pan American,ABS,4F,2022
Wallace Costa,Gabriel Danielski,W,Pts: 4x1,SA Cont. Pro,120KG,4F,2022
Wallace Costa,H. Hennemann,W,Bread cutter,SA Cont. Pro,120KG,RPC,2022
Wallace Costa,Rodrigo Ribeiro,W,Pts: 5x3,Grand Slam AD,120KG,SF,2022
Wallace Costa,Igor Schneider,W,Pts: 6x5,World Champ.,O100KG,4F,2022
Wallace Costa,Eric Bergmann,W,Pts: 3x0,World Champ.,ABS,8F,2022
Wallace Costa,Marlon Godoy,W,Referee Decision,Grand Slam RJ,120KG,8F,2022
Wallace Costa,Daniel Ribeiro,W,Choke from back,Grand Slam RJ,120KG,4F,2022
Wallace Costa,Herico Hesley,W,Pts: 4x2,Grand Slam RJ,120KG,3RD,2022
Wallace Costa,Bernardo Lopes,W,Referee Decision,Brasileiro NoGi,O97KG,R1,2022
Wallace Costa,Hugo Cunha,W,Referee Decision,Brasileiro NoGi,O97KG,4F,2022
