Fighter,Opponent,W/L,Method,Competition,Weight,Stage,Year
Gabrieli Pessanha,Amy Campo,W,Referee Decision,World Champ.,ABS,F,2022
Gabrieli Pessanha,Mayara Moreira,W,Choke from back,Grand Slam RJ,95KG,4F,2022
Gabrieli Pessanha,Welma Moreira,W,Pts: 3x0,Grand Slam RJ,95KG,SF,2022
Gabrieli Pessanha,Ingridd Alves,W,Pts: 2x0,Grand Slam RJ,95KG,F,2022
Gabrieli Pessanha,Silvia Scomparin,W,Wristlock,Grand Slam MIA,95KG,SF,2022
Gabrieli Pessanha,Giovanna Jara,W,Pts: 11x9,Grand Slam MIA,95KG,F,2022
Gabrieli Pessanha,Maryanna Cardoso,W,Triangle,JJ Con,O79KG,SF,2022
Gabrieli Pessanha,Mayara Custodio,W,Triangle,JJ Con,O79KG,F,2022
Gabrieli Pessanha,Maria Malyjasiak,W,Pts: 2x2,JJ Con,ABS,F,2022
Gabrieli Pessanha,Victoria Amaral,W,RNC,Rio BJJ Pro,O79KG,F,2022
Gabrieli Pessanha,Julia Boscher,W,Americana,Rio BJJ Pro,ABS,4F,2022
Gabrieli Pessanha,Maynne Correa,W,RNC,Rio BJJ Pro,ABS,SF,2022
Gabrieli Pessanha,Sabatha Lais,W,Armbar,Rio BJJ Pro,ABS,F,2022
Gabrieli Pessanha,Victoria Amaral,W,Choke from back,South American,O79KG,SF,2022
Gabrieli Pessanha,Maryanna Cardoso,W,Choke from back,South American,O79KG,F,2022
Gabrieli Pessanha,Marilia Freire,W,Choke from back,South American,ABS,4F,2022
Gabrieli Pessanha,Victoria Amaral,W,Choke from back,South American,ABS,SF,2022
Gabrieli Pessanha,Sabrina Ataide,W,Katagatame,South American,ABS,F,2022
Gabrieli Pessanha,Barbara Ruiken,W,Pts: 13x0,World Pro,95KG,RR,2022
Gabrieli Pessanha,Giovanna Jara,W,Pts: 3x2,World Pro,95KG,RR,2022
Gabrieli Pessanha,Silvia Scomparin,W,Choke from back,World Pro,95KG,SF,2022
Gabrieli Pessanha,Giovanna Jara,W,Pts: 2x2,World Pro,95KG,F,2022
Gabrieli Pessanha,Laura Peretti,W,Submission,Dublin Open,ABS,SF,2022
Gabrieli Pessanha,Dina Proenca,W,Submission,Dublin Open,ABS,F,2022
Gabriela Pereira,Anna Rodrigues,L,Pts: 0x0,European Open,58KG,F,2022
Gabriela Pereira,Anna Rodrigues,L,Pts: 6x6,Grand Slam LDN,55KG,F,2022
Gabriela Pereira,Amanda Monteiro,L,Referee Decision,World Champ.,58KG,SF,2022
Gabriela Pereira,Dyna Sena,L,Referee Decision,Grand Slam RJ,55KG,SF,2022
Gabriela Pereira,Amanda Monteiro,L,Pts: 2x0,Grand Slam MIA,55KG,SF,2022
Gabriela Pereira,Julia Alves,L,Referee Decision,UAE Nat Pro,62KG,RR,2022
Gabriela Pereira,Julia Alves,L,Armbar,Asia Pro,62KG,RR,2022
Gabriela Pereira,Ashley Bendle,W,Triangle,European Open,58KG,SF,2022
Gabriela Pereira,Z. Szawernowska,W,Pts: 2x0,Grand Slam LDN,55KG,R1,2022
Gabriela Pereira,Alexa Yanes,W,Pts: 2x0,Grand Slam LDN,55KG,4F,2022
Gabriela Pereira,Rafaela Rosa,W,Pts: 4x1,Grand Slam LDN,55KG,SF,2022
Gabriela Pereira,Laurie Oliveira,W,Pts: 1x0,Italy Pro,55KG,F,2022
Gabriela Pereira,Laurie Oliveira,W,Pts: 2x1,Grand Slam AD,55KG,4F,2022
Gabriela Pereira,Alexa Yanes,W,Pts: 2x0,Grand Slam AD,55KG,SF,2022
Gabriela Pereira,Anna Rodrigues,W,Pts: 2x1,Grand Slam AD,55KG,F,2022
Gabriela Pereira,Larissa Campos,W,Pts: 0x0,World Champ.,58KG,4F,2022
Gabriela Pereira,Thaina Freitas,W,Pts: 1x1,Grand Slam RJ,55KG,R1,2022
Gabriela Pereira,Carolina Bonfada,W,Pts: 7x0,Grand Slam RJ,55KG,4F,2022
Gabriela Pereira,Randryely Souza,W,Pts: 1x1,Grand Slam RJ,55KG,RPC,2022
Gabriela Pereira,Maria Nunes,W,Triangle,Grand Slam RJ,55KG,3RD,2022
Gabriela Pereira,Maha Alhanaee,W,Triangle armlock,Grand Slam MIA,55KG,RPC,2022
Gabriela Pereira,Rose Sharouni,W,Pts: 11x0,Grand Slam MIA,55KG,3RD,2022
Gabriela Pereira,M. Urdabayeva,W,Triangle,UAE Nat Pro,62KG,RR,2022
Gabriela Pereira,Aneta Pokorna,W,Pts: 6x2,Asia Pro,62KG,RR,2022
Garry Tonon,Tye Ruotolo,L,Darce choke,One FC,N/A,SPF,2022
Gabriel Sousa,AJ Agazarm,W,Pts: 6x2,World Champ.,70KG,R1,2022
Giancarlo Bodoni,Andre Porfirio,L,Pts: 2x0,Dallas NGO,91KG,F,2022
Giancarlo Bodoni,Lucas Barbosa,L,Referee Decision,SUBVERSIV 7,83KG,F,2022
Gabrieli Pessanha,Mayara Custodio,W,Verbal tap,Pan American,O79KG,RR,2022
Giancarlo Bodoni,Joshua Dawson,W,RNC,SUBVERSIV 7,83KG,4F,2022
Giancarlo Bodoni,Jay Rodriguez,W,N/A,SUBVERSIV 7,ABS,SF,2022
Giancarlo Bodoni,PJ Barch,D,---,UFC Inv. 2,ABS,RR,2022
Giancarlo Bodoni,Jacob Rodriguez,W,Referee Decision,WNO 13,ABS,SPF,2022
Giancarlo Bodoni,Elijah Carlton,W,Katagatame,Sapateiro Inv,93KG,8F,2022
Giancarlo Bodoni,Brad Schneider,W,RNC,Sapateiro Inv,93KG,4F,2022
Giancarlo Bodoni,Dan Martinez,W,RNC,Sapateiro Inv,93KG,SF,2022
Giancarlo Bodoni,Devhonte Johnson,W,EBI/OT,Sapateiro Inv,93KG,F,2022
Gianni Grippo,Mauricio Gomez,L,Referee Decision,F2W 191,76KG,SPF,2022
Gianni Grippo,Kieran Kichuk,L,EBI/OT,Emerald City,70KG,SF,2022
Gianni Grippo,Yuta Shimada,L,Pts: 6x6,N. Haven FO,70KG,F,2022
Gianni Grippo,Michael Perez,L,Pts: 2x0,NoGi Worlds,ABS,8F,2022
Gianni Grippo,Jordan Holy,W,EBI/OT,Emerald City,70KG,4F,2022
Gianni Grippo,Chris Kriebel,W,N/A,N. Haven FO,70KG,SF,2022
Gianni Grippo,Luan Gomes,W,N/A,NHaven FNGO,67KG,SF,2022
Gianni Grippo,Christopher Kriebel,W,N/A,NHaven FNGO,67KG,F,2022
Gianni Grippo,Jackson Douglas,W,Pts: 2x0,NoGi Worlds,ABS,R1,2022
Gianni Grippo,Emilio Hernandez,W,RNC,NoGi Worlds,67KG,4F,2022
Gianni Grippo,Anthony Oliveira,W,Katagatame,NoGi Worlds,67KG,SF,2022
Gianni Grippo,Gavin Corbe,W,Pts: 8x6,NoGi Worlds,67KG,F,2022
Giovanna Jara,Rafaela Bertolot,L,Pts: 4x2,Grand Slam RJ,70KG,SF,2022
Giovanna Jara,Gabrieli Pessanha,L,Pts: 11x9,Grand Slam MIA,95KG,F,2022
Giovanna Jara,Gabrieli Pessanha,L,Pts: 3x2,World Pro,95KG,RR,2022
Giovanna Jara,Gabrieli Pessanha,L,Pts: 2x2,World Pro,95KG,F,2022
Giovanna Jara,Amanda Hening,W,Pts: 8x2,Grand Slam RJ,70KG,4F,2022
Giovanna Jara,Kamilla Souza,W,Submission,Grand Slam RJ,70KG,RPC,2022
Giovanna Jara,Amanda Hening,W,Pts: 2x1,Grand Slam RJ,70KG,3RD,2022
Giovanna Jara,Larissa Dias,W,Pts: 2x0,Grand Slam MIA,95KG,SF,2022
Giovanna Jara,Mikaela Barros,W,Pts: 9x0,WP Qualifier,95KG,RR,2022
Giovanna Jara,Mikaela Barros,W,Armbar,WP Qualifier,95KG,RR,2022
Giovanna Jara,Barbara Ruiken,W,Submission,World Pro,95KG,RR,2022
Giovanna Jara,Yasmira Dias,W,Pts: 6x0,World Pro,95KG,SF,2022
Gabriel Henrique Oliveira,Ian Cerqueira,W,Armlock,Curitiba SPO,ABS,4F,2022
Gordon Ryan,Jacob Couch,W,Pressure,WNO 12,O92KG,SPF,2022
Gordon Ryan,Pedro Marinho,W,RNC,WNO 13,O93KG,SPF,2022
Gordon Ryan,Nick Rodriguez,W,EBI/OT,UFC Invitational,ABS,SPF,2022
Guilherme Bacha,Rafael Lovato,L,Pts: 7x2,European Open,O100KG,F,2022
Guilherme Bacha,Rodrigo Ribeiro,L,Pts: 1x0,Dubai Pro,120KG,4F,2022
Guilherme Bacha,Anton Sleznev,L,Pts: 4x1,Grand Slam AD,120KG,SF,2022
Guilherme Bacha,Felipe Bezerra,L,Pts: 3x2,Grand Slam AD,120KG,RPC,2022
Guilherme Bacha,Victor Hugo,L,Bow and arrow,World Champ.,O100KG,4F,2022
Guilherme Bacha,Daniel Conceicao,L,Pts: 2x2,UAE Nat Pro,120KG,4F,2022
Guilherme Bacha,Rodrigo Ribeiro,L,Referee Decision,Asia Pro,120KG,F,2022
Guilherme Bacha,Rodrigo Ribeiro,L,Pts: 8x0,WP Qualifier,120KG,RR,2022
Guilherme Bacha,Tacio Carneiro,L,Referee Decision,Dublin Open,O100KG,F,2022
Guilherme Bacha,Karol Kania,L,N/A,Dublin NGO,ABS,4F,2022
Guilherme Bacha,Tacio Carneiro,W,Pts: 5x0,European Open,O100KG,R1,2022
Guilherme Bacha,Almog Britsch,W,Kimura,European Open,O100KG,4F,2022
Guilherme Bacha,Felipe Mauricio,W,Pts: 9x0,European Open,O100KG,SF,2022
Guilherme Bacha,Renato Cardoso,L,Referee Decision,NAS Sports,100KG,F,2022
Guilherme Bacha,Lucas Giraud,W,Pts: 0x0,NAS Sports,100KG,4F,2022
Guilherme Bacha,Saquid Naser,W,Reverse triangle,President Cup,N/A,NA,2022
Guilherme Bacha,Faisal Alharthi,W,Submission,President Cup,N/A,NA,2022
Guilherme Bacha,Mansur Makh.,W,Pts: 4x2,Grand Slam AD,120KG,R1,2022
Guilherme Bacha,Yatan Bueno,W,Referee Decision,Grand Slam AD,120KG,4F,2022
Guilherme Bacha,Otavio Nalati,W,Referee Decision,World Champ.,O100KG,8F,2022
Guilherme Bacha,Ali AlMeqbali,W,Submission,VP Cup,120KG,4F,2022
Guilherme Bacha,Ithalo Lopes,W,Pts: 3x2,Asia Pro,120KG,SF,2022
Guilherme Bacha,Felippe Praia,W,Pts: 2x0,WP Qualifier,120KG,RR,2022
Guilherme Bacha,Patryc Wysocki,W,Kimura,Dublin Open,O100KG,SF,2022
Guilherme Bacha,Michael Arshag,W,Pts: 11x0,Dublin Open,ABS,SF,2022
Guilherme Bacha,Sean Coates,W,Pts: 2x0,Dublin Open,ABS,F,2022
Guilherme Bacha,S. Ramazan,W,Armbar,NAS Sports,100KG,SF,2022
Guilherme Cordiviola,Pedro Marinho,L,Pts: 2x0,World Champ.,ABS,R1,2022
Guilherme Cordiviola,Adam Maslach,W,Referee Decision,F2W 196,N/A,SPF,2022
Guilherme Rocha,Nick Salles,L,Triangle,Atlanta WO,76KG,SF,2022
Guilherme Rocha,Andy Murasaki,L,Pts: 2x2,Atlanta WO,ABS,R1,2022
Guilherme Rocha,Andy Murasaki,L,Armbar,Miami WO,ABS,F,2022
Guilherme Rocha,Uanderson Ferreira,L,Pts: 1x0,King of Mats,85KG,RR,2022
Guilherme Rocha,Lucas Gualberto,L,Referee Decision,King of Mats,85KG,RR,2022
Guilherme Rocha,Natan Chueng,L,Choke from back,World Champ.,76KG,R1,2022
Guilherme Rocha,Marco Queiroz,L,Referee Decision,Brasileiro NoGi,79KG,SF,2022
Guilherme Rocha,Elder Gomes,L,Botinha,South American,82KG,4F,2022
Guilherme Rocha,Gyula Szabo,L,N/A,European NG,79KG,4F,2022
Guilherme Rocha,Giovanni Carvalho,W,Choke from back,Atlanta WO,76KG,4F,2022
Guilherme Rocha,Adolfo Arias,W,Pts: 8x0,Miami WO,88KG,RR,2022
Guilherme Rocha,Chris Gabrielson,W,Choke from back,Miami WO,ABS,R1,2022
Guilherme Rocha,Matheus Godoy,W,Referee Decision,Miami WO,ABS,4F,2022
Guilherme Rocha,Kennedy Maciel,W,Pts: 2x0,Miami WO,ABS,SF,2022
Guilherme Rocha,Leonardo Cruz,W,Choke from back,Salvador Open,76KG,SF,2022
Guilherme Rocha,Anselmo Gomes,W,Choke from back,Salvador Open,76KG,F,2022
Guilherme Rocha,Henrique Silva,W,Pts: 0x0,Brasileiro NoGi,79KG,4F,2022
Guilherme Rocha,Fernando Santos,W,N/A,South American,82KG,R1,2022
Guilherme Rocha,Jarmo Kullervo,W,N/A,European NG,79KG,8F,2022
Gutemberg Pereira,Wallace Costa,L,Pts: 2x2,Grand Slam LDN,120KG,F,2022
Gutemberg Pereira,Roberto Abreu,L,Pts: 2x0,Pan American,O100KG,F,2022
Gutemberg Pereira,Mason Fowler,L,Choke from back,Brasileiro,O100KG,4F,2022
Gutemberg Pereira,Victor Hugo,L,Pts: 9x2,World Champ.,O100KG,F,2022
Gutemberg Pereira,Gabriel Oliveira,W,Omoplata,Sul Brasileiro,O100KG,SF,2022
Gutemberg Pereira,Gabriel Danielski,W,Armbar,Sul Brasileiro,O100KG,F,2022
Gutemberg Pereira,Lukasz Przybylski,W,Choke from back,Grand Slam LDN,120KG,R1,2022
Gutemberg Pereira,Andrzej Iwat,W,Katagatame,Grand Slam LDN,120KG,4F,2022
Gutemberg Pereira,Bjorn Wallat,W,Submission,Grand Slam LDN,120KG,SF,2022
Gutemberg Pereira,Orlando Baccino,W,Armbar,Pan American,O100KG,4F,2022
Gutemberg Pereira,Roosevelt Sousa,W,Choke,Pan American,O100KG,SF,2022
Gutemberg Pereira,Fellipe Andrew,W,Guillotine,BJJ Stars,O99KG,SPF,2022
Gutemberg Pereira,Anderson Munis,W,RNC,Brasileiro,ABS,R1,2022
Gutemberg Pereira,Renato Tagliari,W,Choke from back,World Champ.,O100KG,4F,2022
Gutemberg Pereira,Guilherme Augusto,W,Referee Decision,World Champ.,O100KG,SF,2022
Gutemberg Pereira,Nycollas Xavier,W,Arm in Ezekiel,South American,ABS,4F,2022
Gutemberg Pereira,Gabriel Henrique,W,Pts: 4x2,South American,ABS,F,2022
Guthierry Barbosa,Pedro Marinho,L,Choke from back,Pan American,ABS,R2,2022
Gutemberg Pereira,Harrysson Pereira,W,Armlock,Brasileiro,ABS,SF,2022
Guthierry Barbosa,Adam Wardzinski,L,Submission,SD Open,ABS,F,2022
Guthierry Barbosa,Fausto Godoy,L,Pts: 2x2,Grand Slam MIA,85KG,R1,2022
Guthierry Barbosa,Raymond Mugica,W,Choke from back,SD Open,88KG,SF,2022
Guthierry Barbosa,Joao Cizeski,W,Choke from back,SD Open,88KG,F,2022
Guthierry Barbosa,Mathias Luna,W,Points,SD Open,ABS,4F,2022
Guthierry Barbosa,Johnny Tama,W,Pts: 3x2,SD Open,ABS,SF,2022
Guthierry Barbosa,Alef Silva,W,Points,Chicago SMO,88KG,SF,2022
Guthierry Barbosa,Nathan Santos,W,Pts: 3x2,Chicago SMO,88KG,F,2022
Gustavo Campos,Leandro Fraga,L,N/A,Brasilia NGO,85KG,SF,2022
Gustavo Batista,Isaque Bahiense,L,Pts: 3x0,World Champ.,88KG,SF,2022
Gustavo Batista,Erich Munis,L,Pts: 2x0,World Champ.,ABS,SF,2022
Gustavo Batista,Jansen Gomes,W,Pts: 2x0,World Champ.,88KG,8F,2022
Gustavo Batista,Enderson Dias,W,Pts: 4x2,World Champ.,88KG,4F,2022
Gustavo Batista,Pedro Marinho,W,Pts: 17x0,World Champ.,ABS,8F,2022
Gustavo Batista,Victor Hugo,W,Referee Decision,World Champ.,ABS,4F,2022
Gyalisson Freitas,Carlos Castro,L,Referee Decision,Pan American,82KG,R1,2022
Gyalisson Freitas,Andy Murasaki,L,Armbar,Charleston FO,82KG,F,2022
Gyalisson Freitas,Francisco Cuneo,L,Points,Charleston FNGO,79KG,F,2022
Gyalisson Freitas,Clay Mayfield,W,Points,Charleston FO,82KG,SF,2022
Gyalisson Freitas,Clay Mayfield,W,Points,Charleston FNGO,79KG,SF,2022
Helton Jose Junior,Dimitrius Souza,L,Pts: 2x0,Pan American,ABS,R2,2022
Harryson Pereira,Gabriel Henrique,L,Pts: 2x2,Grand Slam RJ,94KG,SF,2022
Harryson Pereira,Hygor Brito,L,Botinha,Grand Slam RJ,94KG,RPC,2022
Harryson Pereira,Davi Souza,L,Pts: 1x0,AJP SA Team,94KG,RR,2022
Harryson Pereira,Luis Oliveira,L,Pts: 9x0,Balneario Open,100KG,F,2022
Harryson Pereira,Micael Koch,W,Armbar,SA Cont. Pro,94KG,RR,2022
Harryson Pereira,Pedro Elias,W,Pts: 3x0,SA Cont. Pro,94KG,RR,2022
Harryson Pereira,Alexandre Ribeiro,W,Pts: 2x0,World Champ.,94KG,8F,2022
Harryson Pereira,Gustavo Borges,W,Choke from back,Grand Slam RJ,94KG,R1,2022
Harryson Pereira,Pedro Machado,W,Pts: 1x1,Grand Slam RJ,94KG,4F,2022
Harryson Pereira,Luiz Henrique,D,---,AJP SA Team,94KG,RR,2022
Harryson Pereira,Marcus Ruiz,W,Armbar,Balneario Open,100KG,SF,2022
Helton Jose Junior,Roosevelt Sousa,L,Pts: 2x0,Atlanta SPO,O100KG,F,2022
Helton Jose Junior,Jansen Gomes,L,Referee Decision,Chicago SPO,ABS,4F,2022
Helton Jose Junior,Erich Munis,L,Pts: 4x0,World Champ.,ABS,8F,2022
Helton Jose Junior,Aaron Tiegs,L,Pts: 2x0,American NGN,ABS,4F,2022
Helton Jose Junior,Vinicius Trator,L,Pts: 5x2,Grand Slam MIA,120KG,4F,2022
Helton Jose Junior,Herico Hesley,L,Pts: 4x0,Grand Slam MIA,120KG,RPC,2022
Helton Jose Junior,Roosevelt Sousa,L,Pts: 6x0,NoGi Worlds,ABS,8F,2022
Helton Jose Junior,Roosevelt Sousa,L,RNC,NoGi Worlds,O97KG,8F,2022
Helton Jose Junior,Nicholas Meregali,L,Choke from back,World Champ.,100KG,4F,2022
Guthierry Barbosa,Sebastian Rodriguez,L,Armlock,Pan American,88KG,R1,2022
Helton Jose Junior,David Margraf,W,Pts: 9x0,N. Orleans Open,O100KG,F,2022
Helton Jose Junior,Jansen Gomes,W,Pts: 0x0,N. Orleans Open,ABS,4F,2022
Helton Jose Junior,Joao Braz,W,Pts: 2x2,N. Orleans Open,ABS,SF,2022
Helton Jose Junior,Mathias Luna,W,Pts: 0x0,N. Orleans Open,ABS,F,2022
Helton Jose Junior,Levi Moura,W,Pts: 6x0,Atlanta SPO,O100KG,SF,2022
Helton Jose Junior,Gabriel Araujo,W,Armbar,Chicago SPO,O100KG,F,2022
Helton Jose Junior,Jae Pierce,W,Choke from back,World Champ.,ABS,R1,2022
Helton Jose Junior,Paulo Lanzillotti,W,Pts: 3x0,American NGN,O97KG,SF,2022
Helton Jose Junior,Rida Haisam,W,DQ,American NGN,O97KG,F,2022
Henrique Cardoso,Catriel Oliveira,L,Armbar,President Cup,N/A,3RD,2022
Henrique Cardoso,Felipe Pena,L,Pen,BJJ Stars,O99KG,SPF,2022
Henrique Cardoso,Abdallah Aljuwaid,W,Armbar,President Cup,N/A,NA,2022
Henrique Cardoso,Musaab Mohamed,W,Choke from back,President Cup,N/A,NA,2022
Henrique Cardoso,Abdallah Aljuwaid,W,Submission,President Cup,N/A,NA,2022
Henrique Cardoso,Jackson Ferreira,W,Choke from back,Floripa WO,O100KG,SF,2022
Henrique Cardoso,Gabriel Bosque,W,Short choke,Floripa WNGO,ABS,SF,2022
Henrique Cardoso,Miguel Curi,W,Short choke,Floripa WNGO,ABS,F,2022
Henrique Cardoso,Vinicius Aquino,W,Short choke,Brasileiro NoGi,ABS,8F,2022
Henrique Cardoso,Pedro Agrizzi,W,Pts: 0x0,Brasileiro NoGi,ABS,4F,2022
Henrique Cardoso,Wallace Costa,W,Pts: 6x2,Brasileiro NoGi,ABS,SF,2022
Henrique Cardoso,Antonio Assef,W,Pts: 8x2,Brasileiro NoGi,ABS,F,2022
Henrique Cardoso,Felipe Costa,W,Pts: 4x0,NoGi Worlds,ABS,8F,2022
Henrique Cardoso,Hunter Colvin,W,Pts: 11x0,NoGi Worlds,ABS,4F,2022
Henrique Cardoso,Roosevelt Sousa,W,Referee Decision,NoGi Worlds,ABS,SF,2022
Henrique Cardoso,Freddy Vosgrone,W,Pts: 7x2,NoGi Worlds,97KG,4F,2022
Henrique Cardoso,Felipe Costa,W,Pts: 4x0,NoGi Worlds,97KG,SF,2022
Henrique Cardoso,Fellipe Trovo,W,Pts: 2x0,NoGi Worlds,97KG,F,2022
Hiago Gama,Joseph Peter,W,Armbar,N. Haven Open,64KG,F,2022
Hiago Gama,Reynaldo Leon,W,Pts: 13x2,N. Haven NGO,61KG,SF,2022
Higor Lima,Kauan Barboza,L,Choke from back,Rio SMO,82KG,R1,2022
Higor Lima,Alex Sodre,L,Pts: 11x8,Curitiba Open,76KG,4F,2022
Higor Lima,Rafael Paganini,L,Guillotine,Curitiba Open,ABS,SF,2022
Higor Lima,Artur Oliveira,L,Pts: 4x3,Grand Slam RJ,69KG,8F,2022
Higor Lima,Wesley Possamai,W,Pts: 2x2,Curitiba Open,76KG,R1,2022
Higor Lima,Rhuan Duarte,W,Pts: 2x0,Curitiba Open,ABS,R1,2022
Higor Lima,Hugo Gambino,W,N/A,Curitiba Open,ABS,R2,2022
Higor Lima,Joao Freitas,W,Points,Curitiba Open,ABS,4F,2022
Higor Lima,Luan Silva,W,Submission,Belem Pro,76KG,SF,2022
Higor Lima,Anderson Macedo,W,Pts: 1x0,Belem Pro,76KG,F,2022
Higor Lima,Gabriel Neves,W,Armbar,Grand Slam RJ,69KG,R1,2022
Horlando Monteiro,Lucas Lisboa,W,Pts: 6x2,Austin WO,94KG,SF,2022
Horlando Monteiro,Juan Romero,W,Triangle,Austin WO,94KG,F,2022
Horlando Monteiro,Carlos Feitosa,W,Loop choke,Dallas Open,88KG,4F,2022
Horlando Monteiro,Thiago Andrade,W,Triangle,Dallas Open,88KG,SF,2022
Horlando Monteiro,Enderson Dias,W,Pts: 4x2,Dallas Open,88KG,F,2022
Horlando Monteiro,Jeremy Nitta,W,RNC,F2W 126,N/A,SPF,2022
Hugo Marques,Jeferson Guaresi,L,Pts: 0x0,Charleston Open,ABS,F,2022
Hugo Marques,Igor Feliz,L,Referee Decision,Pan American,76KG,4F,2022
Hugo Marques,Levi Moura,W,Pts: 2x0,Charleston Open,ABS,R1,2022
Hugo Marques,Andrew Pardee,W,Armbar,Charleston Open,76KG,4F,2022
Hugo Marques,Rodrigo Gortari,W,Pts: 16x0,Charleston Open,76KG,F,2022
Hugo Marques,Francisco Cuneo,W,RNC,Charleston NGO,79KG,F,2022
Hugo Marques,Gabriel Silva,W,Armbar,Pan American,76KG,R1,2022
Hugo Marques,Marcelo Fausto,W,Pts: 8x4,Pan American,76KG,R2,2022
Keven Carrasco,Bebeto Oliveira,L,Referee Decision,American Nat.,64KG,SF,2022
Keven Carrasco,Huthayfah Penney,W,Triangle,American Nat.,64KG,4F,2022
Hygor Brito,Jakub Zajkowski,L,Choke,European Open,94KG,4F,2022
Hygor Brito,Perttu Tepponen,L,Choke from back,European Open,ABS,8F,2022
Hygor Brito,Erich Munis,L,Pts: 5x2,Grand Slam LDN,94KG,SF,2022
Hygor Brito,Adam Wardzinski,L,Pts: 3x0,Grand Slam LDN,94KG,RPC,2022
Hygor Brito,Leon Brito,L,Pts: 0x0,Brasileiro,94KG,4F,2022
Hygor Brito,Elionai Braz,L,Armbar,Rio WO,94KG,SF,2022
Hygor Brito,Darlan Casaca,L,Referee Decision,Rio WO,ABS,SF,2022
Hygor Brito,Rider Zuchi,L,Pts: 2x0,Grand Slam RJ,94KG,4F,2022
Hygor Brito,Pedro Machado,L,DQ,Grand Slam RJ,94KG,3RD,2022
Hygor Brito,Gabriel Henrique,L,Armbar,Brasilia Open,ABS,F,2022
Hygor Brito,Roy Dagan,W,Pts: 2x2,European Open,94KG,R1,2022
Hygor Brito,Eric Bergman,W,Pts: 2x0,European Open,ABS,R1,2022
Hygor Brito,Julian Stonjek,W,Points,Grand Slam LDN,94KG,4F,2022
Hygor Brito,Vinicius Lessa,W,Botinha,Brasileiro,94KG,R1,2022
Hygor Brito,Rafael Moreira,W,Pts: 0x0,Rio WO,94KG,4F,2022
Hygor Brito,Wellington Silva,W,Botinha,Rio WO,ABS,R1,2022
Hygor Brito,Leandro Santos,W,Pts: 3x2,Grand Slam RJ,94KG,R1,2022
Hygor Brito,Harryson Pereira,W,Botinha,Grand Slam RJ,94KG,RPC,2022
Hygor Brito,Nycollas Xavier,W,Pts: 2x0,Balneario Open,94KG,SF,2022
Hygor Brito,Leandro Carlos,W,Referee Decision,Balneario Open,94KG,F,2022
Hygor Brito,Higor Rodrigues,W,Choke from back,Brasilia Open,O100KG,SF,2022
Hygor Brito,Marcus Ruiz,W,50/50 armbar,Brasilia Open,ABS,4F,2022
Hygor Brito,Eduardo Macedo,W,Botinha,Brasilia Open,ABS,SF,2022
Hygor Brito,Matheus Freire,W,Guillotine,Brasilia NGO,97KG,F,2022
Hygor Brito,Renzo Jesus,W,Terra footlock,Brasilia NGO,ABS,F,2022
Igor Feliz,Marcelo Fausto,L,Pts: 2x0,European Open,76KG,SF,2022
Igor Feliz,Andy Murasaki,L,Pts: 5x0,Pan American,76KG,SF,2022
Igor Feliz,Jonnatas Gracie,L,Pts: 7x0,World Champ.,76KG,8F,2022
Igor Feliz,Bryn Jenkins,W,Pts: 8x0,European Open,76KG,R1,2022
Igor Feliz,Alexandre Molinaro,W,Referee Decision,European Open,76KG,4F,2022
Igor Feliz,Fabricio Barbarotti,W,Referee Decision,Pan American,76KG,R2,2022
Igor Feliz,Hugo Marques,W,Referee Decision,Pan American,76KG,4F,2022
Igor Feliz,Kevin Mahecha,W,Pts: 2x2,World Champ.,76KG,R1,2022
Igor Feliz,Alef Silva,W,Choke from back,N. Orleans SMO,76KG,SF,2022
Igor Feliz,Arthur Detanico,W,Pts: 10x2,N. Orleans SMO,76KG,F,2022
Igor Feliz,Isaiah Vicens,W,Choke from back,N. Haven Open,82KG,4F,2022
Igor Feliz,Marcus Johnson,W,Pts: 16x0,N. Haven Open,82KG,SF,2022
Igor Feliz,Italo Moura,W,Referee Decision,N. Haven Open,82KG,F,2022
Igor Feliz,Pierre Manzo,W,Pts: 12x0,European NG,79KG,R1,2022
Igor Feliz,Jed Hue,W,Pts: 5x0,European NG,79KG,8F,2022
Igor Feliz,Ellis Younger,W,Pts: 18x0,European NG,79KG,4F,2022
Igor Feliz,Pierpaolo Chiappe,W,Pts: 4x0,European NG,79KG,F,2022
Igor Feliz,Lucas Queiroz,W,RNC,NoGi Worlds,79KG,8F,2022
Igor Feliz,Johnny Tama,W,Referee Decision,NoGi Worlds,79KG,4F,2022
Igor Feliz,John Combs,W,Pts: 4x0,NoGi Worlds,79KG,SF,2022
Igor Silva,Wallace Costa,L,Pts: 2x0,Grand Slam LDN,120KG,SF,2022
Igor Feliz,Gyula Szabo,W,Adv,European NG,79KG,SF,2022
Igor Silva,Omar Frederick,W,Pts: 9x0,Grand Slam LDN,120KG,R1,2022
Igor Silva,Yatan Bueno,W,Submission,Grand Slam LDN,120KG,4F,2022
Igor Silva,Omar Frederik,W,N/A,Dublin Open,O100KG,SF,2022
Igor Silva,Lucasz Michalec,W,Armbar,Dublin Open,O100KG,F,2022
Igor Schneider,Victor Hugo,L,Referee Decision,F2W 193,O93KG,SPF,2022
Igor Schneider,Roosevelt Sousa,L,Pts: 2x0,Pan American,O100KG,4F,2022
Igor Schneider,Wallace Costa,L,Pts: 6x5,World Champ.,O100KG,4F,2022
Igor Schneider,Manuel Ribamar,L,Points,Austin SMO,ABS,F,2022
