Fighter,Opponent,W/L,Method,Competition,Weight,Stage,Year,Decided by Points,Point Diff
Ingridd Alves,Fatima Eltassi,W,Submission,World Pro,70,RPC,2022,0.0,
Ingridd Alves,Nikki Griffiths,W,Submission,World Pro,70,RPC,2022,0.0,
Ingridd Alves,Magdalena Loska,W,DQ,World Pro,70,3RD,2022,0.0,
Israel Sousa,Lucas Protasio,L,4x4,Grand Slam LDN,77,4F,2022,1.0,0.0
Israel Sousa,Isaac Doederlein,L,4x2,Pan American,70,R2,2022,1.0,2.0
Israel Sousa,Elijah Dorsey,L,Referee Decision,Orlando SMO,76,F,2022,0.0,
Israel Sousa,Italo Moura,L,Points,Orlando SMO,ABS,8F,2022,1.0,
Israel Sousa,Matheus Gabriel,L,4x2,BJJ Stars,76,SF,2022,1.0,2.0
Israel Sousa,Robson Silva,W,Choke,Guarapari Pro,77,4F,2022,0.0,
Israel Sousa,Alan Barcelos,W,Choke from back,Guarapari Pro,77,SF,2022,0.0,
Israel Sousa,Marlus Salgado,W,Choke from back,Guarapari Pro,77,F,2022,0.0,
Israel Sousa,Wallisson Souza,W,4x2,Gramado Pro,77,SF,2022,1.0,2.0
Israel Sousa,Marlus Salgado,W,4x0,Gramado Pro,77,F,2022,1.0,4.0
Israel Sousa,Andre Almeida,W,Choke from back,Grand Slam LDN,77,R1,2022,0.0,
Israel Sousa,Gustavo Gonzalez,W,Triangle,Pan American,70,R1,2022,0.0,
Israel Sousa,Luiz Rodrigues,W,Submission,Porto Pro,77,SF,2022,0.0,
Israel Sousa,Omar De Sousa,W,2x0,Porto Pro,77,F,2022,1.0,2.0
Israel Sousa,Nick Salles,W,10x8,World Champ.,70,R1,2022,1.0,2.0
Israel Sousa,Chris Mueckay,W,,Orlando SMO,76,SF,2022,0.0,
Israel Sousa,Pedro Fernandes,W,Points,N. Haven Open,76,SF,2022,1.0,
Israel Sousa,Thiago Macedo,W,Choke from back,Grand Slam MIA,69,4F,2022,0.0,
Israel Sousa,Pablo Lavaselli,W,2x0,Grand Slam MIA,69,SF,2022,1.0,2.0
Israel Sousa,Meyram Maquine,W,Referee Decision,Grand Slam MIA,69,F,2022,0.0,
Israel Sousa,Darlan Casaca,W,7x0,BJJ Stars,76,4F,2022,1.0,7.0
Israel Sousa,Italo Aprigio,W,Armbar,Fortaleza Open,82,SF,2022,0.0,
Israel Sousa,Nixon Belo,W,Choke from back,Fortaleza Open,82,F,2022,0.0,
Israel Sousa,Joao Aleksander,W,Choke from back,Fortaleza Open,ABS,4F,2022,0.0,
Israel Sousa,Jonas Campos,W,RNC,Fortaleza Open,ABS,SF,2022,0.0,
Israel Sousa,Herico Hesley,W,Triangle,Fortaleza Open,ABS,F,2022,0.0,
Italo Moura,Andre Gois,L,,Charleston Open,82,F,2022,0.0,
Italo Moura,Natan Chueng,L,2x0,Pan American,76,R2,2022,1.0,2.0
Italo Moura,Carlos Neto,L,6x6,Atlanta SPO,82,4F,2022,1.0,0.0
Italo Moura,Roosevelt Sousa,L,2x0,Atlanta SPO,ABS,SF,2022,1.0,2.0
Italo Moura,Victor Nithael,L,0x0,World Champ.,76,R1,2022,1.0,0.0
Italo Moura,Kauan Barboza,L,2x0,Orlando SMO,82,SF,2022,1.0,2.0
Italo Moura,Salenco Coutinho,L,,Orlando SMO,ABS,4F,2022,0.0,
Italo Moura,Dante Leon,L,RNC,Orlando SMNGO,79,F,2022,0.0,
Italo Moura,Igor Feliz,L,Referee Decision,N. Haven Open,82,F,2022,0.0,
Italo Moura,Max Gimenis,L,2x0,N. Haven NGO,ABS,SF,2022,1.0,2.0
Italo Moura,Emilio Hernandez,L,RNC,Atlanta FNGO,ABS,SF,2022,0.0,
Italo Moura,Andy Murasaki,L,4x0,NoGi Worlds,79,SF,2022,1.0,4.0
Italo Moura,Joao Albuquerque,W,7x2,Charleston Open,82,SF,2022,1.0,5.0
Italo Moura,Michael Hay,W,Omoplata,Atlanta SPO,ABS,R1,2022,0.0,
Italo Moura,Marlon Ferreira,W,Choke from back,Atlanta SPO,ABS,4F,2022,0.0,
Italo Moura,Vinicius Reis,W,Points,Orlando SMO,82,4F,2022,1.0,
Italo Moura,Israel Sousa,W,Points,Orlando SMO,ABS,8F,2022,1.0,
Italo Moura,Matheus Galvao,W,,Orlando SMNGO,79,SF,2022,0.0,
Italo Moura,Joshua Mehan,W,Choke from back,N. Haven Open,82,4F,2022,0.0,
Italo Moura,Oliver Seng,W,Choke from back,N. Haven Open,82,SF,2022,0.0,
Italo Moura,Max Gimenis,W,Omoplata,N. Haven Open,ABS,F,2022,0.0,
Italo Moura,Ricardo Rocha,W,RNC,N. Haven NGO,79,SF,2022,0.0,
Italo Moura,Celso Filho,W,Katagatame,Atlanta FNGO,85,4F,2022,0.0,
Italo Moura,Clay Mayfield,W,2x0,Atlanta FNGO,85,SF,2022,1.0,2.0
Italo Moura,Alec Baulding,W,6x4,Atlanta FNGO,85,F,2022,1.0,2.0
Italo Moura,Francisco Lo,W,RNC,Houston FNGO,85,4F,2022,0.0,
Italo Moura,Hunter Newton,W,RNC,Houston FNGO,85,SF,2022,0.0,
Italo Moura,Justin Cummings,W,Armbar,N. Haven FO,82,SF,2022,0.0,
Italo Moura,Kanar Jones,W,Points,N. Haven FO,82,F,2022,1.0,
Italo Moura,Jose Inacio,W,Points,N. Haven FO,ABS,4F,2022,1.0,
Italo Moura,Vinicius Wong,W,Armbar,N. Haven FO,ABS,SF,2022,0.0,
Italo Moura,Max Weslei,W,Points,N. Haven FO,ABS,F,2022,1.0,
Italo Moura,Vinicius Wong,W,RNC,NHaven FNGO,79,SF,2022,0.0,
Italo Moura,Alan Sanchez,W,Referee Decision,NoGi Worlds,79,R1,2022,0.0,
Italo Moura,Marcus Galvao,W,2x0,NoGi Worlds,79,8F,2022,1.0,2.0
Italo Moura,Marco Queiroz,W,2x0,NoGi Worlds,79,4F,2022,1.0,2.0
Italo Moura,Rodrigo Gortari,W,Adv,Pan American,76,R1,2022,0.0,
Isaque Bahiense,Leandro Lo,L,2x0,World Champ.,88,F,2022,1.0,2.0
Isaque Bahiense,Jon Blank,D,---,Polaris 20,ABS,RR,2022,0.0,
Isaque Bahiense,Fellipe Andrew,L,6x5,World Pro,85,SF,2022,1.0,1.0
Isaque Bahiense,Uanderson Ferreira,L,4x3,World Pro,85,3RD,2022,1.0,1.0
Isaque Bahiense,Roberto Jimenez,W,4x2,World Champ.,88,R1,2022,1.0,2.0
Isaque Bahiense,Murilo Santana,W,4x0,World Champ.,88,8F,2022,1.0,4.0
Isaque Bahiense,Matheus Spirandeli,W,Referee Decision,World Champ.,88,4F,2022,0.0,
Isaque Bahiense,Gustavo Batista,W,3x0,World Champ.,88,SF,2022,1.0,3.0
Isaque Bahiense,Richie Martinez,D,---,Polaris 20,ABS,RR,2022,0.0,
Isaque Bahiense,Hunter Colvin,D,---,Polaris 20,ABS,RR,2022,0.0,
Isaque Bahiense,Andre Porfirio,W,Kimura,IBJJF GP,88,SF,2022,0.0,
Isaque Bahiense,Manuel Ribamar,W,0x0,IBJJF GP,88,F,2022,1.0,0.0
Isaque Bahiense,Arturo Salas,W,8x2,World Pro,85,8F,2022,1.0,6.0
Isaque Bahiense,Seonghun Yoo,W,Choke from back,World Pro,85,4F,2022,0.0,
Isaque Bahiense,Pedro Cadete,W,6x3,World Pro,85,RPC,2022,1.0,3.0
Ismael Santos,Matias Estevez,L,4x2,Dallas Open,70,SF,2022,1.0,2.0
Ismael Santos,Igor Schneider,L,Points,Indianapolis Open,100,F,2022,1.0,
Ismael Santos,Hiago George,L,6x0,Pan American,64,R2,2022,1.0,6.0
Ismael Santos,Daniel Maira,L,8x4,Atlanta SPO,70,F,2022,1.0,4.0
Ismael Santos,Daniel Maira,L,2x2,Chicago SPO,70,SF,2022,1.0,0.0
Ismael Santos,Daniel Maira,L,6x2,World Champ.,70,4F,2022,1.0,4.0
Ismael Santos,Samuel Nagai,L,11x4,Orlando SMO,70,SF,2022,1.0,7.0
Ismael Santos,Eric Schlosser,L,,Orlando SMO,ABS,8F,2022,0.0,
Ismael Santos,Sergio Soares,L,Points,Chicago SMO,76,SF,2022,1.0,
Ismael Santos,Danilo Moreira,L,3x2,Grand Slam MIA,69,R1,2022,1.0,1.0
Ismael Santos,Danilo Moreira,L,4x2,JJ Con,76,4F,2022,1.0,2.0
Ismael Santos,Samuel Nagai,L,4x0,Atlanta FNGO,73,SF,2022,1.0,4.0
Ismael Santos,Thiago Cintra,W,4x4,Dallas Open,70,4F,2022,1.0,0.0
Ismael Santos,Giovanni Marcelo,W,Points,Nashville Open,70,4F,2022,1.0,
Ismael Santos,Emilio Hernandez,W,Points,Nashville Open,70,SF,2022,1.0,
Ismael Santos,Sebastian Serpa,W,6x6,Atlanta SPO,70,4F,2022,1.0,0.0
Ismael Santos,Giovanni Carvalho,W,8x4,Atlanta SPO,70,SF,2022,1.0,4.0
Ismael Santos,Vinicius Pereira,W,0x0,Chicago SPO,70,4F,2022,1.0,0.0
Ismael Santos,Sam McNally,W,6x6,World Champ.,70,R1,2022,1.0,0.0
Ismael Santos,Kennedy Maciel,W,DQ,World Champ.,70,8F,2022,0.0,
Ismael Santos,Brian Mahecha,W,Points,Orlando SMO,70,4F,2022,1.0,
Ismael Santos,Michael Robert,W,Points,Chicago SMO,76,4F,2022,1.0,
Ismael Santos,Lucas Nabuco,W,Choke from back,JJ Con,76,R1,2022,0.0,
Ismael Santos,Daniel Maira,W,4x2,JJ Con NG,73,SF,2022,1.0,2.0
Ismael Santos,Manuel Aguilar,W,RNC,JJ Con NG,73,F,2022,0.0,
Ismael Santos,Brian Mahecha,W,10x4,Atlanta FO,70,SF,2022,1.0,6.0
Ismael Santos,Sebastian Serpa,W,10x10,Atlanta FO,70,F,2022,1.0,0.0
Jackson Douglas,Andre Porfirio,L,4x0,Dallas Open,ABS,4F,2022,1.0,4.0
Jackson Douglas,Bryan Peterson,L,,Dallas NGO,97,SF,2022,0.0,
Jackson Douglas,Marcelo Gomide,L,Injury,LA NGO,ABS,SF,2022,0.0,
Jackson Douglas,Josh Guerra,L,Botinha,Dallas Open,100,SF,2022,0.0,
Jackson Douglas,Pedro Alex,L,5x0,Brasileiro,ABS,R1,2022,1.0,5.0
Jackson Douglas,Anderson Munis,L,4x0,Pan American,100,R1,2022,1.0,4.0
Jackson Douglas,Wildemar Souza,L,4x4,Brasileiro,100,R1,2022,1.0,0.0
Jackson Douglas,Fellipe Andrew,L,,American NGN,97,SF,2022,0.0,
Jackson Douglas,Gabriel Oliveira,L,7x4,Phoenix Open,100,RR,2022,1.0,3.0
Jackson Douglas,Pedro Marinho,L,Guillotine,Santa Cruz NGO,ABS,SF,2022,0.0,
Jackson Douglas,Arnaldo Maidana,L,,Santa Cruz Open,100,F,2022,0.0,
Jackson Douglas,Diego Ramalho,L,Referee Decision,JJ Con NG,97,SF,2022,0.0,
Jackson Douglas,Fellipe Andrew,L,Triangle shoulder lock,JJ Con,100,SF,2022,0.0,
Jackson Douglas,Fellipe Andrew,L,Botinha,Atlanta FNGO,97,F,2022,0.0,
Jackson Douglas,Rodrigo Tatu,L,6x4,Waco Open,ABS,4F,2022,1.0,2.0
Jackson Douglas,Davi Cabral,L,2x0,Waco NGO,97,F,2022,1.0,2.0
Jackson Douglas,Lukete Silva,L,Armbar,Waco NGO,ABS,4F,2022,0.0,
Jackson Douglas,Gianni Grippo,L,2x0,NoGi Worlds,ABS,R1,2022,1.0,2.0
Luciana Mota,Elisabeth Clay,L,2x2,American Nat.,ABS,SF,2022,1.0,0.0
Jackson Douglas,Benjamin Silva,W,Cachecol choke,Santa Cruz Open,ABS,4F,2022,0.0,
Jackson Douglas,Thiago Cesar,W,Referee Decision,Santa Cruz Open,ABS,SF,2022,0.0,
Jackson Douglas,Edward Hohl,W,Short choke,Santa Cruz NGO,ABS,4F,2022,0.0,
Jackson Douglas,Morris Ayala,W,12x2,JJ Con,100,4F,2022,1.0,10.0
Jackson Douglas,Robert Dunn,W,Armbar,Atlanta FNGO,97,SF,2022,0.0,
Italo Moura,Thiago Saldanha,W,Adv,N. Haven Open,ABS,SF,2022,0.0,
Jackson Douglas,Jae McIntosh,W,No arm triangle,Atlanta FO,100,SF,2022,0.0,
Jacob Couch,Gordon Ryan,L,Pressure,WNO 12,92,SPF,2022,0.0,
Jacob Couch,Santeri Lilius,W,Referee Decision,GrappleFest 11,90,SPF,2022,0.0,
Jacob Couch,Tom Breese,W,Referee Decision,GrappleFest 12,,SPF,2022,0.0,
Jacob Couch,Jacob Rodriguez,W,Referee Decision,WNO 14,,SPF,2022,0.0,
Jacob Couch,Jean Baptiste,W,Triangle,Grapplefest,,SPF,2022,0.0,
Jacob Couch,Silviu Nastasa,W,Referee Decision,GrappleFest 13,95,SPF,2022,0.0,
Jacob Couch,Bruno Matias,W,Guillotine,WNO,84,SPF,2022,0.0,
Jakub Zajkowski,Dominique Bell,L,3x0,European Open,94,SF,2022,1.0,3.0
Jakub Zajkowski,Hygor Brito,W,Choke,European Open,94,4F,2022,0.0,
Israel Sousa,Daniel Maira,W,Armlock,N. Haven Open,76,F,2022,0.0,
Janaina Lebre,Nathalie Ribeiro,L,10x0,European Open,64,F,2022,1.0,10.0
Janaina Lebre,Nathalie Ribeiro,L,11x4,Pan American,64,SF,2022,1.0,7.0
Janaina Lebre,Ffion Davies,L,2x0,World Champ.,64,F,2022,1.0,2.0
Janaina Lebre,Janine Mutton,W,Choke from back,Pan American,64,4F,2022,0.0,
Janaina Lebre,Laura Gedeon,W,Botinha,World Champ.,64,8F,2022,0.0,
Janaina Lebre,Gabrielle McComb,W,Botinha,World Champ.,64,4F,2022,0.0,
Janaina Lebre,Nathalie Ribeiro,W,4x2,World Champ.,64,SF,2022,1.0,2.0
Janaina Lebre,Emily Fernandez,W,8x2,JJ Con,64,SF,2022,1.0,6.0
Janaina Lebre,Gloria Armas,W,Botinha,JJ Con,64,F,2022,0.0,
Janaina Lebre,Luiza Monteiro,W,8x6,IBJJF GP,64,SF,2022,1.0,2.0
Janaina Lebre,Anna Rodrigues,W,6x0,IBJJF GP,64,F,2022,1.0,6.0
Jansen Gomes,Helton Jose,L,0x0,N. Orleans Open,ABS,4F,2022,1.0,0.0
Jansen Gomes,Leandro Lo,L,5x0,Pan American,88,4F,2022,1.0,5.0
Jansen Gomes,Gustavo Batista,L,2x0,World Champ.,88,8F,2022,1.0,2.0
Jansen Gomes,Fellipe Andrew,L,2x1,WP Qualifier,85,F,2022,1.0,1.0
Jansen Gomes,Augusto Maciel,W,6x0,N. Orleans Open,94,4F,2022,1.0,6.0
Jansen Gomes,Lucas Lisboa,W,Referee Decision,N. Orleans Open,94,SF,2022,0.0,
Jansen Gomes,M. Fonseca,W,Armbar,N. Orleans Open,ABS,R1,2022,0.0,
Jansen Gomes,Jared Vanderaa,W,Kimura,Warrior Challenger,ABS,R1,2022,0.0,
Jansen Gomes,Erberth Santos,W,Points,Warrior Challenger,ABS,4F,2022,1.0,
Jansen Gomes,Thiago Silva,W,Points,Warrior Challenger,ABS,SF,2022,1.0,
Jansen Gomes,Austin Baker,W,5x0,Warrior Challenger,ABS,F,2022,1.0,5.0
Jansen Gomes,Rodrigo Tatu,W,Armbar,Chicago SPO,88,SF,2022,0.0,
Jansen Gomes,Rodrigo Tatu,W,Short choke,Chicago SPO,88,F,2022,0.0,
Jansen Gomes,Helton Jose,W,Referee Decision,Chicago SPO,ABS,4F,2022,0.0,
Jansen Gomes,Joao Cizeski,W,RNC,World Champ.,88,R1,2022,0.0,
Jansen Gomes,Lucas Gualberto,W,3x0,Grand Slam RJ,85,R1,2022,1.0,3.0
Jansen Gomes,Lafayette Pinheiro,W,6x1,Grand Slam RJ,85,8F,2022,1.0,5.0
Jansen Gomes,Uanderson Ferreira,W,DQ,Grand Slam RJ,85,4F,2022,0.0,
Jansen Gomes,Leon Brito,W,RNC,Grand Slam RJ,85,SF,2022,0.0,
Jansen Gomes,Rafael Paganini,W,5x0,Grand Slam RJ,85,F,2022,1.0,5.0
Jansen Gomes,Uilton Silva,W,RNC,Vitoria Open,88,SF,2022,0.0,
Jansen Gomes,Bruno Tosto,W,Armbar,Vitoria Open,88,F,2022,0.0,
Jansen Gomes,Alisson Oliveira,W,RNC,Vitoria Open,ABS,R1,2022,0.0,
Jansen Gomes,Elder Gomes,W,RNC,Vitoria Open,ABS,4F,2022,0.0,
Jansen Gomes,Gabriel Henrique,W,7x2,Vitoria Open,ABS,SF,2022,1.0,5.0
Jansen Gomes,Bruno Tosto,W,RNC,Vitoria Open,ABS,F,2022,0.0,
Jansen Gomes,Pierpaolo Chiappe,W,6x0,Vitoria NGO,85,SF,2022,1.0,6.0
Jansen Gomes,Gabriel Lima,W,RNC,Vitoria NGO,85,F,2022,0.0,
Jansen Gomes,Servio Tulio,W,2x0,Brasileiro NoGi,85,4F,2022,1.0,2.0
Jansen Gomes,Luan Carvalho,W,2x0,Brasileiro NoGi,85,SF,2022,1.0,2.0
Jansen Gomes,Romualdo Lucas,W,6x0,Brasileiro NoGi,85,F,2022,1.0,6.0
Jansen Gomes,Nata Lima,W,RNC,AJP SA Team,85,RR,2022,0.0,
Jansen Gomes,Wesley Possamai,W,6x2,AJP SA Team,85,RR,2022,1.0,4.0
Jansen Gomes,Alejander Mariano,W,7x1,AJP SA Team,85,SF,2022,1.0,6.0
Jansen Gomes,Marcello Lemelle,W,Bow and arrow,AJP SA Team,85,F,2022,0.0,
Jansen Gomes,Marcos Martins,W,Referee Decision,BJJ Stars,88,SPF,2022,0.0,
Jansen Gomes,Joseph Ferreira,W,9x0,WP Qualifier,85,4F,2022,1.0,9.0
Jansen Gomes,Lucas Giraud,W,3x1,WP Qualifier,85,SF,2022,1.0,2.0
Jasmine Rocha,Tammi Musumeci,L,RNC,NoGi Worlds,56,F,2022,0.0,
Jansen Gomes,Andy Varela,W,Armlock,WNX,ABS,R1,2022,0.0,
Jasmine Rocha,Juliana Gassaway,W,Triangle kimura,NoGi Worlds,56,4F,2022,0.0,
Jason Rau,Devhonte Johnson,L,Katagatame,Rise 9,ABS,F,2022,0.0,
Kaynan Duarte,Dimitrius Souza,W,0x0,World Champ.,94,F,2022,1.0,0.0
Jason Rau,Mateo Martinez,W,EBI/OT,Rise 9,ABS,SF,2022,0.0,
Jeferson Guaresi,Matheus Diniz,L,Referee Decision,Charleston Open,94,SF,2022,0.0,
Jeferson Guaresi,Tainan Dalpra,L,3x0,Pan American,82,F,2022,1.0,3.0
Jeferson Guaresi,Enderson Dias,L,Referee Decision,Atlanta SPO,94,SF,2022,0.0,
Jeferson Guaresi,Ronaldo Junior,L,9x0,World Champ.,82,4F,2022,1.0,9.0
Jeferson Guaresi,Max Gimenis,L,0x0,N. Haven NGO,ABS,F,2022,1.0,0.0
Jeferson Guaresi,Roosevelt Sousa,W,2x2,Charleston Open,ABS,4F,2022,1.0,0.0
Jeferson Guaresi,Joao Albuquerque,W,Armbar,Charleston Open,ABS,SF,2022,0.0,
Jeferson Guaresi,Hugo Marques,W,0x0,Charleston Open,ABS,F,2022,1.0,0.0
Jeferson Guaresi,Thomas Bracher,W,Triangle,Charleston Open,94,4F,2022,0.0,
Jeferson Guaresi,Edward Kim,W,Choke from back,Pan American,82,R1,2022,0.0,
Jeferson Guaresi,Mathias Luna,W,Referee Decision,Pan American,82,SF,2022,0.0,
Jeferson Guaresi,Kyle Mafnas,W,Triangle,Atlanta SPO,94,4F,2022,0.0,
Jeferson Guaresi,Mathias Luna,W,4x0,World Champ.,82,8F,2022,1.0,4.0
Jeferson Guaresi,Kevin Cuervo,W,15x0,Orlando SMNGO,85,4F,2022,1.0,15.0
Jeferson Guaresi,Kevin Cuervo,W,Guillotine,Orlando SMNGO,ABS,SF,2022,0.0,
Jeferson Guaresi,Stanley Rosa,W,25x0,N. Haven NGO,85,SF,2022,1.0,25.0
Jeferson Guaresi,Diogo Oliveira,W,Guillotine,N. Haven NGO,ABS,SF,2022,0.0,
Jeferson Guaresi,Vagner Rocha,L,Adv,Orlando SMNGO,ABS,F,2022,0.0,
Kristóf Szucs,Austin Baker,W,Ezekiel,Boise Open,100,F,2022,0.0,
Jeferson Guaresi,Ricardo Rezende,W,Adv,Orlando SMNGO,85,SF,2022,0.0,
Jeremy Skinner,Thalison Soares,W,Referee Decision,Subversion,,SPF,2022,0.0,
Jessa Khan,Larissa Campos,L,10x2,LA Open,53,SF,2022,1.0,8.0
Jessa Khan,Thamires Aquino,L,9x0,World Champ.,53,4F,2022,1.0,9.0
Jessa Khan,Sofia Amarante,W,Armbar,Pan American,52,SF,2022,0.0,
Jessa Khan,Thamires Aquino,W,2x0,Pan American,52,F,2022,1.0,2.0
Jessa Khan,Elizabeth Bonani,W,Triangle armbar,JJ Con,53,SF,2022,0.0,
Jessa Khan,Juliana Gassaway,W,Armbar,JJ Con,53,F,2022,0.0,
Jessica Caroline Dantas,Fernanda Mazzelli,L,3x0,Curitiba Open,ABS,SF,2022,1.0,3.0
Jessica Caroline Dantas,Gabrieli Pessanha,L,Choke,Rio Fall Open,ABS,F,2022,0.0,
Jessica Caroline Dantas,Brenda Larissa,L,Choke from back,Brasileiro,53,F,2022,0.0,
Jessica Caroline Dantas,Julia Alves,L,2x2,Rio WO,ABS,SF,2022,1.0,0.0
Jessica Caroline Dantas,Brenda Larissa,L,3x1,Grand Slam RJ,49,F,2022,1.0,2.0
Jessica Caroline Dantas,Amanda Magda,L,2x2,SP Open,ABS,SF,2022,1.0,0.0
Jessica Caroline Dantas,Diana Teixeira,L,Points,WP Qualifier,49,RR,2022,1.0,
Jessica Caroline Dantas,Marcia Karina,W,Choke from back,Rio SMO,ABS,4F,2022,0.0,
Jessica Caroline Dantas,Mariana Rolszt,W,0x0,Rio SMO,ABS,SF,2022,1.0,0.0
Jessica Caroline Dantas,Duda Tozoni,W,2x2,Curitiba Open,53,F,2022,1.0,0.0
Jessica Caroline Dantas,Natalia Zumba,W,4x2,Curitiba Open,ABS,4F,2022,1.0,2.0
Jessica Caroline Dantas,Edna Vanessa,W,Armbar,Rio Fall Open,53,F,2022,0.0,
Jessica Caroline Dantas,Victoria Borba,W,Choke from back,Rio Fall Open,ABS,4F,2022,0.0,
Jessica Caroline Dantas,Graciele Fava,W,2x0,Rio Fall Open,ABS,SF,2022,1.0,2.0
Jessica Caroline Dantas,Dayane Souza,W,Triangle,Floripa WO,58,SF,2022,0.0,
Jessica Caroline Dantas,Ana Schmitt,W,4x2,Floripa WO,58,F,2022,1.0,2.0
Jessica Caroline Dantas,Karen Terra,W,Referee Decision,Grand Slam RJ,49,R1,2022,0.0,
Jessica Caroline Dantas,Duda Tozoni,W,9x7,Grand Slam RJ,49,4F,2022,1.0,2.0
Jessica Caroline Dantas,Maria Sousa,W,3x0,Grand Slam RJ,49,SF,2022,1.0,3.0
Jessica Caroline Dantas,Beatriz Santos,W,2x0,SP Open,53,F,2022,1.0,2.0
Jessica Caroline Dantas,Julia Jesus,W,Armbar,South American,53,SF,2022,0.0,
Jessica Caroline Dantas,Karen Terra,W,Botinha,South American,53,F,2022,0.0,
Jessica Caroline Dantas,Duda Tozoni,W,Botinha,WP Qualifier,49,RR,2022,0.0,
Jhenifer Aquino,Mayssa Bastos,L,4x0,Pan American,49,SF,2022,1.0,4.0
Jhenifer Aquino,Amber Freitas,L,Points,Denver NGO,47,F,2022,1.0,
Jhenifer Aquino,Brenda Larissa,L,2x2,World Champ.,49,SF,2022,1.0,0.0
Jhenifer Aquino,Amber Freitas,W,Choke from back,LA Open,49,SF,2022,0.0,
Jhenifer Aquino,Kaori Hernandez,W,DQ,LA Open,49,F,2022,0.0,
Jhenifer Aquino,Brenda Dang,W,Choke from back,SD NGO,49,F,2022,0.0,
Jhenifer Aquino,Amber Freitas,W,Armbar,Denver Open,49,F,2022,0.0,
Jhenifer Aquino,Brenda Dang,W,Botinha,World Champ.,49,R1,2022,0.0,
Jhenifer Aquino,Mariana Rolszt,W,Referee Decision,World Champ.,49,4F,2022,0.0,
Jhenifer Aquino,Mariana Rolszt,W,Kimura,NoGi Worlds,46,SF,2022,0.0,
Jhenifer Aquino,Giulia Gregorut,W,2x2,NoGi Worlds,46,F,2022,1.0,0.0
João Cizeski,Rodrigo Tatu,L,8x8,Dallas Open,88,4F,2022,1.0,0.0
João Cizeski,Yan Lucas,L,Points,Dallas Open,ABS,4F,2022,1.0,
João Cizeski,Yan Lucas,L,Referee Decision,LA Open,88,4F,2022,0.0,
João Cizeski,Bruno Tosto,L,Points,Nashville Open,88,F,2022,1.0,
João Cizeski,Alexander Trans,L,Armbar,Nashville Open,ABS,F,2022,0.0,
João Cizeski,Guthierry Barbosa,L,Choke from back,SD Open,88,F,2022,0.0,
João Cizeski,Jansen Gomes,L,RNC,World Champ.,88,R1,2022,0.0,
João Cizeski,Francisco Lo,L,Calf slicer,Houston FO,88,4F,2022,0.0,
João Cizeski,Matheus Luna,W,Points,Nashville Open,88,SF,2022,1.0,
João Cizeski,Clay Mayfield,W,Points,Nashville Open,ABS,4F,2022,1.0,
João Cizeski,Marlon Ferreira,W,Points,Nashville Open,ABS,SF,2022,1.0,
João Cizeski,Rafael Anjos,W,Referee Decision,SD Open,88,SF,2022,0.0,
João Costa,Francisco Cuneo,L,Points,NHaven FNGO,97,F,2022,1.0,
João Costa,Thomas Bracher,W,2x2,Charleston NGO,97,F,2022,1.0,0.0
João Costa,Clay Mayfield,W,0x0,Atlanta SPNGO,ABS,RR,2022,1.0,0.0
João Costa,Chris Diaz,W,9x0,Denver NGO,ABS,4F,2022,1.0,9.0
João Costa,Nikoll Domgjoni,W,,Denver NGO,ABS,F,2022,0.0,
Joao Mendes,Matheus Galvao,L,Points,Austin WO,76,F,2022,1.0,
Joao Mendes,Thiago Macedo,L,2x0,Pan American,70,R2,2022,1.0,2.0
Joao Mendes,Carlos Castro,W,0x0,Austin WO,76,4F,2022,1.0,0.0
Joao Mendes,Arthur Detanico,W,8x4,Austin WO,76,SF,2022,1.0,4.0
Joao Mendes,Brian Mahecha,W,8x4,Pan American,70,R1,2022,1.0,4.0
Joao Mendes,Michael Alvarez,W,Armbar,SD Open,70,4F,2022,0.0,
Joao Mendes,Nathanael Martinez,W,20x0,SD Open,70,SF,2022,1.0,20.0
Joao Mendes,Pedro Serrano,W,Points,SD Open,70,F,2022,1.0,
Joao Mendes,Victor Mota,W,5x0,Denver Open,70,4F,2022,1.0,5.0
Joao Mendes,Thiago Cintra,W,Botinha,Denver Open,70,SF,2022,0.0,
Joao Mendes,Ariel Tabak,W,4x0,Denver Open,70,F,2022,1.0,4.0
Joao Mendes,Manny Moreno,W,Points,Art Suave Elite,77,SPF,2022,1.0,
João Paulo Neto,Vinicius Pereira,L,2x0,Rio Fall Open,76,4F,2022,1.0,2.0
João Paulo Neto,Gabriel Ventura,L,Referee Decision,Rio Fall Open,ABS,4F,2022,0.0,
João Paulo Neto,Darlan Casaca,L,Referee Decision,Salvador Open,82,SF,2022,0.0,
João Paulo Neto,Darlan Casaca,L,Referee Decision,Floripa WO,82,F,2022,0.0,
João Paulo Neto,Renan Soares,W,Choke from back,Rio Fall Open,76,8F,2022,0.0,
João Paulo Neto,Yann Cathalat,W,9x2,Rio Fall Open,ABS,R2,2022,1.0,7.0
João Paulo Neto,Romario Teodoro,W,7x2,Salvador Open,82,4F,2022,1.0,5.0
João Paulo Neto,Francis Quinn,W,4x2,Floripa WO,82,4F,2022,1.0,2.0
João Paulo Neto,Rhuan Duarte,W,0x0,Floripa WO,82,SF,2022,1.0,0.0
João Paulo Neto,Otavio Santos,W,0x0,S. Leopoldo OP,ABS,SF,2022,1.0,0.0
John Combs,Alan Sanchez,L,Dead orchard,EBI 19,77,4F,2022,0.0,
