Fighter,Opponent,W/L,Method,Competition,Weight,Stage,Year,Decided by Points,Point Diff
Sebastian Serpa,Ismael Santos,L,10x10,Atlanta FO,70,F,2022,1.0,0.0
Sebastian Serpa,Eduardo Roque,L,2x0,Nashville Open,70,F,2022,1.0,2.0
Sebastian Serpa,Chris Passarrello,L,,Nashville Open,ABS,SF,2022,0.0,
Sebastian Serpa,Meyram Maquine,L,3x1,World Pro,62,R1,2022,1.0,2.0
Sebastian Serpa,Jonas Andrade,L,2x1,World Pro,62,3RD,2022,1.0,1.0
Sebastian Serpa,Antonio Buchwald,W,2x0,Orando Pro,69,SF,2022,1.0,2.0
Sebastian Serpa,Huthayfah Penney,W,4x4,World Champ.,64,8F,2022,1.0,0.0
Sebastian Serpa,Carlos Alvarez,W,Armbar,ABC Champ.,,R1,2022,0.0,
Sebastian Serpa,Justin Diaz,W,2x0,ABC Champ.,,4F,2022,1.0,2.0
Sebastian Serpa,Felipe Porto,W,2x0,ABC Champ.,,SF,2022,1.0,2.0
Sebastian Serpa,Michael Mehl,W,Choke from back,Orlando SMO,70,R1,2022,0.0,
Sebastian Serpa,Daniel Proano,W,Choke from back,Orlando SMO,70,4F,2022,0.0,
Sebastian Serpa,Emilio Hernandez,W,DQ,Chicago SMO,70,SF,2022,0.0,
Sebastian Serpa,Faris Kashmeeri,W,5x0,Grand Slam MIA,62,RPC,2022,1.0,5.0
Sebastian Serpa,Shoya Ishiguro,W,8x4,Grand Slam MIA,62,RPC,2022,1.0,4.0
Sebastian Serpa,Omar Alfadhli,W,10x3,Grand Slam MIA,62,3RD,2022,1.0,7.0
Sebastian Serpa,Giovanni Marcelo,W,Choke from back,Atlanta FO,70,4F,2022,0.0,
Sebastian Serpa,Emilio Hernandez,W,4x2,Atlanta FO,70,SF,2022,1.0,2.0
Sebastian Serpa,Suraj Budhram,W,5x0,Miami FO,70,SF,2022,1.0,5.0
Sebastian Serpa,Emilio Hernandez,W,,Nashville Open,70,SF,2022,0.0,
Sebastian Serpa,Joseph Watson,W,,Nashville Open,ABS,4F,2022,0.0,
Sebastian Serpa,Huseyn Abaszada,W,7x4,World Pro,62,RPC,2022,1.0,3.0
Sebastian Serpa,Wanki Chae,W,2x0,World Pro,62,RPC,2022,1.0,2.0
Gabriel Costa,Natan Almeida,W,RNC,ADCC BR2 Trials,88,R2,2022,0.0,
Gabriel Sousa,Diogo Reis,L,3x0,ADCC,66,F,2022,1.0,3.0
Gabriel Sousa,Ruan Alvarenga,W,5x0,ADCC,66,R1,2022,1.0,5.0
Gabriel Sousa,Jeremy Skinner,W,Mounted triangle,ADCC,66,4F,2022,0.0,
Sergio Ardila-Ibarra,Joshua Bacallao,L,0x0,JJ Con NG,79,SF,2022,1.0,0.0
Sergio Ardila-Ibarra,Francisco Cuneo,L,0x0,Atlanta FNGO,79,F,2022,1.0,0.0
Gabriel Sousa,Diego Oliveira,W,Referee Decision,ADCC,66,SF,2022,0.0,
Gabrielle Garcia,Amy Campo,L,2x0,ADCC,60,SF,2022,1.0,2.0
Garry Tonon,Sam McNally,L,3x0,ADCC,66,R1,2022,1.0,3.0
Giancarlo Bodoni,Nicholas Meregali,L,6x2,ADCC,ABS,4F,2022,1.0,4.0
Sergio Ardila-Ibarra,Clay Mayfield,W,6x2,Atlanta SPNGO,79,SF,2022,1.0,4.0
Sergio Ardila-Ibarra,Tyler Scalisi,W,RNC,JJ Con NG,79,4F,2022,0.0,
Sergio Ardila-Ibarra,Jonathan Lane,W,RNC,Atlanta FNGO,79,SF,2022,0.0,
Giancarlo Bodoni,Isaque Bahiense,W,6x0,ADCC,88,R1,2022,1.0,6.0
Giancarlo Bodoni,Matheus Diniz,W,Triangle,ADCC,88,4F,2022,0.0,
Giancarlo Bodoni,Lucas Barbosa,W,RNC,ADCC,88,F,2022,0.0,
Giancarlo Bodoni,Rida Haisam,W,Shoulder lock,ADCC,ABS,8F,2022,0.0,
Gianni Grippo,Joey Diehl,W,RNC,ADCC WC Trials,66,R1,2022,0.0,
Servio Tulio,Mica Galvao,L,Armbar,Brasileiro,82,F,2022,0.0,
Servio Tulio,Gabriel Avila,L,Points,Betim Open,82,4F,2022,1.0,
Servio Tulio,Jansen Gomes,L,2x0,Brasileiro NoGi,85,4F,2022,1.0,2.0
Servio Tulio,Iago Duarte,L,Points,S.American NG,85,SF,2022,1.0,
Servio Tulio,Pedro Alex,L,Points,S.American NG,ABS,R1,2022,1.0,
Gianni Grippo,Jason Arreola,W,RNC,ADCC WC Trials,66,R2,2022,0.0,
Gianni Grippo,Dominic Mejia,W,Referee Decision,ADCC WC Trials,66,R3,2022,0.0,
Gianni Grippo,Deandre Corbe,W,2x0,ADCC WC Trials,66,4F,2022,1.0,2.0
Giovanna Jara,Kendall Reusing,L,Guillotine,ADCC,60,4F,2022,0.0,
Giovanna Jara,Amanda Hening,W,RNC,ADCC BR2 Trials,60,8F,2022,0.0,
Giovanna Jara,Julia Boscher,W,RNC,ADCC BR2 Trials,60,4F,2022,0.0,
Giovanna Jara,Natalia Zumba,W,RNC,ADCC BR2 Trials,60,SF,2022,0.0,
Servio Tulio,Vinicius Reis,W,Referee Decision,Brasileiro,82,R1,2022,0.0,
Servio Tulio,Jhonny Loureiro,W,Clock choke,Brasileiro,82,4F,2022,0.0,
Servio Tulio,Everton Freitas,W,4x4,Brasileiro,82,SF,2022,1.0,0.0
Servio Tulio,Paulo Boareto,W,RNC,Betim NGO,85,SF,2022,0.0,
Servio Tulio,Edson Oliveira,W,0x0,Betim NGO,85,F,2022,1.0,0.0
Elisabeth Clay,Janine Mutton,W,Gogoplata,No Gi Pan Am.,ABS,SF,2022,0.0,
Emilio Hernandez,Adam Benayoun,L,8x6,No Gi Pan Am.,67,R1,2022,1.0,2.0
Tácio Carneiro,Guilherme Bacha,L,5x0,European Open,100,R1,2022,1.0,5.0
Tácio Carneiro,Wallace Costa,L,1x1,Grand Slam LDN,120,4F,2022,1.0,0.0
Tácio Carneiro,Rodrigo Ribeiro,L,3x1,Grand Slam AD,120,R1,2022,1.0,2.0
Tácio Carneiro,Daniel Ribeiro,L,6x2,Fujairah Pro,120,SF,2022,1.0,4.0
Tácio Carneiro,Rodrigo Ribeiro,L,5x1,UAE Nat Pro,120,4F,2022,1.0,4.0
Tácio Carneiro,Marcelo Mendes,W,7x0,Fujairah Pro,120,3RD,2022,1.0,7.0
Tácio Carneiro,Patryc Wysocki,W,,Dublin Open,100,SF,2022,0.0,
Tácio Carneiro,Guilherme Bacha,W,Referee Decision,Dublin Open,100,F,2022,0.0,
Tadiyah Danforth,Bebeto Oliveira,L,2x0,Oklahoma Open,64,F,2022,1.0,2.0
Tadiyah Danforth,Estevan Martinez,L,0x0,Miami WO,57,SF,2022,1.0,0.0
Tadiyah Danforth,Junny Ocasio,L,2x2,Atlanta SPO,64,4F,2022,1.0,0.0
Tadiyah Danforth,Luis Ninja,L,6x4,Chicago SPO,64,SF,2022,1.0,2.0
Tadiyah Danforth,Rodnei Barbosa,L,Choke from back,World Champ.,57,R1,2022,0.0,
Tadiyah Danforth,Eric Phan,L,Armbar,N. Haven FO,64,F,2022,0.0,
Tadiyah Danforth,David Terao,L,Adv,NHaven FNGO,61,SF,2022,0.0,
Tadiyah Danforth,Estevan Martinez,L,Referee Decision,NoGi Worlds,55,4F,2022,0.0,
Tadiyah Danforth,Jhonatas Ramos,W,Armbar,Atlanta WO,57,SF,2022,0.0,
Tadiyah Danforth,Jose Orozco,W,Triangle,Washington DCO,64,SF,2022,0.0,
Tadiyah Danforth,Aidan Collins,W,2x0,Washington DCO,64,F,2022,1.0,2.0
Tadiyah Danforth,Antonio Casarez,W,4x2,Charleston FNGO,61,F,2022,1.0,2.0
Tadiyah Danforth,Michael Mehl,W,Referee Decision,N. Haven FO,64,SF,2022,0.0,
Tadiyah Danforth,Antonio Villatora,W,Armbar,NoGi Worlds,55,R1,2022,0.0,
Tainan Dalpra,Jaakko Johanes,W,Mounted X choke,European Open,82,R1,2022,0.0,
Tainan Dalpra,Pedro Matias,W,Violin armlock,European Open,82,4F,2022,0.0,
Tainan Dalpra,Tarik Hopstock,W,Bow and arrow,European Open,82,SF,2022,0.0,
Tainan Dalpra,Tommy Langaker,W,Armbar,European Open,82,F,2022,0.0,
Tainan Dalpra,Erick Barroso,W,Triangle,LA Open,82,4F,2022,0.0,
Tainan Dalpra,Vinicius Wong,W,Triangle,LA Open,82,SF,2022,0.0,
Tainan Dalpra,Mathias Luna,W,Choke from back,LA Open,82,F,2022,0.0,
Tainan Dalpra,Roberto Jimenez,W,Triangle,Pan American,82,R2,2022,0.0,
Tainan Dalpra,Eduardo Avelar,W,Choke from back,Pan American,82,4F,2022,0.0,
Tainan Dalpra,Ronaldo Junior,W,2x0,Pan American,82,SF,2022,1.0,2.0
Tainan Dalpra,Jeferson Guaresi,W,3x0,Pan American,82,F,2022,1.0,3.0
Tainan Dalpra,Caio Caetano,W,Choke from back,World Champ.,82,8F,2022,0.0,
Tainan Dalpra,Pedro Maia,W,6x0,World Champ.,82,4F,2022,1.0,6.0
Tainan Dalpra,Ronaldo Junior,W,10x0,World Champ.,82,SF,2022,1.0,10.0
Tainan Dalpra,Andy Murasaki,W,Cachecol choke,World Champ.,82,F,2022,0.0,
Tainan Dalpra,Rehan Muttalib,W,Triangle,JJ Con,82,SF,2022,0.0,
Tainan Dalpra,Rodrigo Tatu,W,Armbar,IBJJF GP,88,SPF,2022,0.0,
Tarik Hopstock,Tainan Dalpra,L,Bow and arrow,European Open,82,SF,2022,0.0,
Tarik Hopstock,Tommy Langaker,L,8x4,World Champ.,82,4F,2022,1.0,4.0
Tarik Hopstock,Jan Zander,W,Kimura,Dublin Open,ABS,4F,2022,0.0,
Tarik Hopstock,Lucasz Michalec,W,Points,Dublin Open,ABS,F,2022,1.0,
Gordon Ryan,Heikki Jussila,W,RNC,ADCC,99,R1,2022,0.0,
Gordon Ryan,Victor Hugo,W,8x0,ADCC,99,4F,2022,1.0,8.0
Gordon Ryan,Andre Galvao,W,RNC,ADCC,ABS,SPF,2022,0.0,
Gutemberg Pereira,Leonardo Andrade,W,Katagatame,ADCC BR2 Trials,99,F,2022,0.0,
Henrique Cardoso,Joao Costa,L,Referee Decision,ADCC BR1 Trials,99,F,2022,0.0,
Henrique Cardoso,Nicholas Meregali,L,Kimura,ADCC,99,R1,2022,0.0,
Thalyta Silva,Andressa Cintra,L,Referee Decision,World Champ.,69,F,2022,0.0,
Thalyta Silva,Izadora Cristina,L,2x2,Grand Slam RJ,70,SF,2022,1.0,0.0
Thalyta Silva,Thamara Ferreira,L,3x0,Grand Slam MIA,70,4F,2022,1.0,3.0
Thalyta Silva,Beatriz Mesquita,L,4x0,BJJ Stars,69,SPF,2022,1.0,4.0
Thalyta Silva,Izadora Cristina,L,Points,WP Qualifier,70,F,2022,1.0,
Thalyta Silva,Victoria Montrezor,W,Triangle,World Champ.,69,R1,2022,0.0,
Thalyta Silva,Elisabeth Clay,W,0x0,World Champ.,69,4F,2022,1.0,0.0
Thalyta Silva,Thamara Ferreira,W,2x0,World Champ.,69,SF,2022,1.0,2.0
Thalyta Silva,Kamilla Souza,W,3x0,Grand Slam RJ,70,4F,2022,1.0,3.0
Felipe Cesar,Manuel Ribamar,L,0x0,No Gi Pan Am.,85,F,2022,1.0,0.0
Felipe Cesar,Enrique March,W,Referee Decision,No Gi Pan Am.,85,8F,2022,0.0,
Felipe Cesar,Stanley Rosa,W,6x0,No Gi Pan Am.,85,4F,2022,1.0,6.0
Thalyta Silva,A. Silva,W,3x0,WP Qualifier,70,4F,2022,1.0,3.0
Thalyta Silva,Ana Brandao,W,2x0,WP Qualifier,70,SF,2022,1.0,2.0
Thalyta Silva,Tara White,W,5x0,NoGi Worlds,76,SF,2022,1.0,5.0
Thalison Soares,Jeremy Skinner,L,Referee Decision,Subversion,,SPF,2022,0.0,
Thalison Soares,Bebeto Oliveira,L,4x4,Pan American,57,F,2022,1.0,0.0
Thalison Soares,Lucas Feitosa,W,Choke from back,European Open,57,4F,2022,0.0,
Thalison Soares,Welerson Goncalves,W,Choke from back,European Open,57,F,2022,0.0,
Thalison Soares,Matheus Rossi,W,Botinha,Pan American,57,4F,2022,0.0,
Thalison Soares,Estevan Martinez,W,0x0,Pan American,57,SF,2022,1.0,0.0
Thalison Soares,Osamah Almarwai,W,Points,SD Open,58,F,2022,1.0,
Thalison Soares,Frank Cespedes,W,14x8,World Champ.,57,4F,2022,1.0,6.0
Thalison Soares,Cleber Sousa,W,6x4,World Champ.,57,SF,2022,1.0,2.0
Thalison Soares,Bebeto Oliveira,W,2x0,World Champ.,57,F,2022,1.0,2.0
Thamara Ferreira,Thalyta Silva,L,2x0,World Champ.,69,SF,2022,1.0,2.0
Thamara Ferreira,Izadora Cristina,L,2x2,Grand Slam MIA,70,SF,2022,1.0,0.0
Thamara Ferreira,Natalia Zumba,W,6x0,Pan American,69,SF,2022,1.0,6.0
Thamara Ferreira,Mayara Custodio,W,Omoplata,Santa Cruz Open,ABS,SF,2022,0.0,
Thamara Ferreira,Melissa Cueto,W,Omoplata armbar,Santa Cruz Open,ABS,F,2022,0.0,
Thamara Ferreira,Thalyta Silva,W,3x0,Grand Slam MIA,70,4F,2022,1.0,3.0
Felipe Cesar,Jaime Canuto,W,6x0,No Gi Pan Am.,85,SF,2022,1.0,6.0
Fellipe Trovo,Keenan Cornelius,W,7x0,No Gi Pan Am.,97,4F,2022,1.0,7.0
Fellipe Trovo,Felipe Costa,W,2x0,No Gi Pan Am.,97,SF,2022,1.0,2.0
Henrique Cardoso,Elioenai Braz,W,Kimura,ADCC BR1 Trials,99,R1,2022,0.0,
Francisco Cuneo,Henrique Cardoso,L,4x0,No Gi Pan Am.,ABS,SF,2022,1.0,4.0
Francisco Cuneo,Clay Mayfield,W,2x0,No Gi Pan Am.,79,8F,2022,1.0,2.0
Francisco Cuneo,Alexandre Molinaro,W,0x0,No Gi Pan Am.,79,4F,2022,1.0,0.0
Henrique Cardoso,Antao Aires,W,5x0,ADCC BR1 Trials,99,R2,2022,1.0,5.0
Henrique Cardoso,Pedro Agrizzi,W,Referee Decision,ADCC BR1 Trials,99,4F,2022,0.0,
Thiago Macedo,Bebeto Oliveira,L,Referee Decision,Austin WO,70,F,2022,0.0,
Thiago Macedo,Fabricio Andrey,L,2x0,Grand Slam LDN,69,F,2022,1.0,2.0
Thiago Macedo,Alex Sodre,L,4x2,Pan American,70,SF,2022,1.0,2.0
Thiago Macedo,Diego Sodre,L,DQ,World Champ.,70,4F,2022,0.0,
Thiago Macedo,Ashley Williams,L,Referee Decision,RAW 2,70,SPF,2022,0.0,
Thiago Macedo,Israel Sousa,L,Choke from back,Grand Slam MIA,69,4F,2022,0.0,
Thiago Macedo,Alex Sodre,L,2x0,Grand Slam MIA,69,RPC,2022,1.0,2.0
Thiago Macedo,Justin Primrose,L,Referee Decision,Chicago Pro,120,SF,2022,0.0,
Thiago Macedo,Diego Sodre,L,1x0,WP Qualifier,69,RR,2022,1.0,1.0
Thiago Macedo,Ermilio Lima,W,Choke from back,N. Orleans Open,70,F,2022,0.0,
Thiago Macedo,Leandro Lima,W,2x1,Grand Slam LDN,69,4F,2022,1.0,1.0
Thiago Macedo,Pablo Mantovani,W,1x0,Grand Slam LDN,69,SF,2022,1.0,1.0
Thiago Macedo,Joao Mendes,W,2x0,Pan American,70,R2,2022,1.0,2.0
Thiago Macedo,Nick Salles,W,3x0,Pan American,70,4F,2022,1.0,3.0
Thiago Macedo,Omar AlFadhli,W,7x1,Grand Slam AD,69,4F,2022,1.0,6.0
Thiago Macedo,D. Razmadze,W,4x2,Grand Slam AD,69,SF,2022,1.0,2.0
Thiago Macedo,Marlus Salgado,W,2x0,Grand Slam AD,69,F,2022,1.0,2.0
Thiago Macedo,Josh Cisneros,W,2x0,World Champ.,70,8F,2022,1.0,2.0
Thiago Macedo,Herman Rukoz,W,Submission,Cancun Pro,69,SF,2022,0.0,
Thiago Macedo,Eduardo Roque,W,4x2,Grand Slam MIA,69,R1,2022,1.0,2.0
Thiago Macedo,Suraj Budhram,W,7x3,Grand Slam MIA,69,RPC,2022,1.0,4.0
Thiago Macedo,Said Hatim,W,Choke from back,Chicago Pro,120,4F,2022,0.0,
Thiago Macedo,Jean Santos,W,,Houston FO,70,SF,2022,0.0,
Thiago Macedo,Gustavo Oliveira,W,Americana,WP Qualifier,69,RR,2022,0.0,
Francisco Cuneo,Matheus Galvao,W,Referee Decision,No Gi Pan Am.,79,SF,2022,0.0,
Henrique Cardoso,Thiago Sá,W,3x0,ADCC BR1 Trials,99,SF,2022,1.0,3.0
Adam Benayoun,Damion Oranday,W,Inside heel hook,N. Orleans NGO,73,F,2022,0.0,
Francisco Cuneo,Alexander Seaver,W,,No Gi Pan Am.,ABS,8F,2022,0.0,
Adam Wardziński,Fellipe Trovo,L,Toe hold,NoGi Worlds,97,SF,2022,0.0,
AJ Agazarm,Marlon Tanaka,L,Straight ankle lock,American Nat.,ABS,R1,2022,0.0,
Francisco Cuneo,Igor Schneider,W,0x0,No Gi Pan Am.,ABS,4F,2022,1.0,0.0
Alan Sanchez,Danny Stolfy,W,Inside heel hook,EBI 19,77,R1,2022,0.0,
Danilo Moreira,Alef Silva,W,Toe hold,American Nat.,70,4F,2022,0.0,
Alex Munis,Shane Fishman,W,Estima lock,Grand Slam LDN,85,RPC,2022,0.0,
Alex Munis,Fausto Godoy,W,Estima lock,Grand Slam LDN,85,3RD,2022,0.0,
Alex Nguyen,Autumn Gordon,W,Straight ankle lock,Midwest F7,56,SF,2022,0.0,
Alex Nguyen,Andressa Morais,W,Inside heel hook,NoGi Worlds,51,SF,2022,0.0,
Alexandre Molinaro,Saul Viayra,L,Inside heel hook,Dallas NGO,79,SF,2022,0.0,
Francisco Lo,Manuel Ribamar,L,6x4,No Gi Pan Am.,85,SF,2022,1.0,2.0
Alexandre Molinaro,Thiago Saldanha,L,Straight ankle lock,American NGN,ABS,SF,2022,0.0,
Alexandre Molinaro,Lucas Wilhan,L,Inside heel hook,Austin SMNGO,79,SF,2022,0.0,
Henrique Cardoso,Gleydson Neri,W,Guillotine,ADCC BR2 Trials,99,8F,2022,0.0,
Henrique Cardoso,Advilson Pereira,W,Triangle,ADCC BR2 Trials,99,4F,2022,0.0,
Henrique Cardoso,Max Weslei,W,2x0,ADCC BR2 Trials,99,SF,2022,1.0,2.0
Elisabeth Clay,Gloria Armas,W,Straight ankle lock,American Nat.,69,SF,2022,0.0,
Thiago Sá Fortes,Samil Magomedov,W,3x1,ACB World NG,95,SF,2022,1.0,2.0
Thiago Sá Fortes,Ramiz Yakhiyaev,W,RNC,ACB World NG,95,F,2022,0.0,
Henrique Cardoso,Luccas Lira,W,Short choke,ADCC BR2 Trials,99,F,2022,0.0,
Alexandre Molinaro,Austin Oranday,W,Inside heel hook,Oklahoma NGO,79,F,2022,0.0,
Thomas Halpin,Anthony Oliveira,L,14x0,NoGi Worlds,67,4F,2022,1.0,14.0
Alexandre Vieira,Paulo Miyao,L,Inside heel hook,BJJ Stars,70,SPF,2022,0.0,
Alex Enriquez,Jasmine Rocha,L,Straight ankle lock,NoGi Worlds,56,SF,2022,0.0,
Amanda Magda,Graciele Fava,W,Toe hold,Betim Open,79,F,2022,0.0,
Amanda Magda,Jessica Caroline,W,Toe hold,Rio BJJ Pro,ABS,4F,2022,0.0,
Amanda Magda,Juliana Teixeira,W,Toe hold,Balneario Open,ABS,SF,2022,0.0,
André Porfirio,Marlon Tanaka,W,Kneebar,Dallas Open,94,SF,2022,0.0,
André Porfirio,Mario Gonzales,W,Inside heel hook,EBI Qualifier,ABS,SF,2022,0.0,
André Porfirio,Santeri Lilius,W,Kneebar,NoGi Worlds,91,SF,2022,0.0,
Ingridd Alves,Graciele Del Fava,W,6x0,ADCC BR2 Trials,60,SF,2022,1.0,6.0
Italo Moura,JZ Cavalcante,L,Guillotine,ADCC BR1 Trials,77,R1,2022,0.0,
Italo Moura,Roberto Jimenez,L,2x0,ADCC BR2 Trials,77,8F,2022,1.0,2.0
Andy Murasaki,Austin Oranday,W,Toe hold,World Champ.,82,R1,2022,0.0,
Andy Murasaki,Igor Feliz,W,Inside heel hook,NoGi Worlds,79,F,2022,0.0,
Thomas Halpin,Alessio Sacchetti,W,Referee Decision,Polaris,,SPF,2022,0.0,
Italo Moura,Davi Silva,W,2x0,ADCC BR2 Trials,77,R3,2022,1.0,2.0
Isaque Bahiense,Giancarlo Bodoni,L,6x0,ADCC,88,R1,2022,1.0,6.0
Isaque Bahiense,Samuel Silva,W,Guillotine,ADCC BR1 Trials,88,R1,2022,0.0,
Tommy Langaker,Tainan Dalpra,L,Armbar,European Open,82,F,2022,0.0,
Tommy Langaker,Uanderson Ferreira,L,1x1,King of Mats,85,F,2022,1.0,0.0
Tommy Langaker,Lucasz Michalec,L,,Dublin Open,ABS,4F,2022,0.0,
Tommy Langaker,Andy Murasaki,L,2x0,World Champ.,82,SF,2022,1.0,2.0
Isaque Bahiense,Calon Sabino,W,3x0,ADCC BR1 Trials,88,R2,2022,1.0,3.0
Arthur Detânico,Trey Carter,W,Toe hold,Waco Open,82,4F,2022,0.0,
Tommy Langaker,Adrian Kozciz,W,Choke from back,European Open,82,R1,2022,0.0,
Tommy Langaker,Oscar Gugala,W,6x0,European Open,82,4F,2022,1.0,6.0
Tommy Langaker,Fabio Pititto,W,Choke from back,European Open,82,SF,2022,0.0,
Tommy Langaker,Nathan Mendelshon,W,Choke from back,King of Mats,85,RR,2022,0.0,
Tommy Langaker,Natan Chueng,W,1x0,King of Mats,85,RR,2022,1.0,1.0
Tommy Langaker,Lucas Gualberto,W,3x0,King of Mats,85,SF,2022,1.0,3.0
Tommy Langaker,Szilard Sule,W,Referee Decision,Grand Slam LDN,85,8F,2022,0.0,
Tommy Langaker,Bradley Hill,W,3x2,Grand Slam LDN,85,4F,2022,1.0,1.0
Tommy Langaker,Alex Munis,W,Loop choke,Grand Slam LDN,85,SF,2022,0.0,
Tommy Langaker,Uanderson Ferreira,W,2x2,Grand Slam LDN,85,F,2022,1.0,0.0
Tommy Langaker,Oscar Gugala,W,Loop choke,Dublin Open,82,SF,2022,0.0,
Tommy Langaker,Fausto Godoy,W,Points,Dublin Open,ABS,R1,2022,1.0,
Tommy Langaker,Ellis Younger,W,Points,Dublin NGO,79,SF,2022,1.0,
Tommy Langaker,Jakub Najdek,W,RNC,Dublin NGO,79,F,2022,0.0,
Isaque Bahiense,Leonardo Goncalves,W,Katagatame,ADCC BR1 Trials,88,4F,2022,0.0,
Isaque Bahiense,Valdir Araujo,W,Referee Decision,ADCC BR1 Trials,88,SF,2022,0.0,
Jackson Douglas,Joseph Kropschot,L,RNC,ADCC Vegas,100,SF,2022,0.0,
Ashley Williams,Carlos Condit,W,Inside heel hook,Polaris 22,ABS,SPF,2022,0.0,
Jackson Douglas,Scott Pelzel,W,2x0,ADCC Vegas,100,4F,2022,1.0,2.0
Jacob Couch,Harrison Woods,L,3x0,ADCC WC Trials,88,8F,2022,1.0,3.0
Jacob Couch,Andrew Tackett,L,2x0,ADCC Vegas,ABS,SF,2022,1.0,2.0
Tommy Langaker,Yan Lucas,W,Tarikoplata,World Champ.,82,8F,2022,0.0,
Tommy Langaker,Tarik Hopstock,W,8x4,World Champ.,82,4F,2022,1.0,4.0
Tommy Langaker,Renato Canuto,W,Referee Decision,One FC,77,SPF,2022,0.0,
Ashley Williams,Lucas Andrade,W,Inside heel hook,European NG,67,SF,2022,0.0,
Jacob Couch,Charles Hiersche,W,Triangle,ADCC WC Trials,88,R2,2022,0.0,
Jacob Couch,Joshua Baerwolf,W,5x0,ADCC WC Trials,88,R3,2022,1.0,5.0
Tye Ruotolo,Mica Galvao,L,2x0,World Champ.,76,F,2022,1.0,2.0
Jacob Couch,Kevin Crane,W,Referee Decision,ADCC WC Trials,88,R16,2022,0.0,
Ashley Williams,Anthony Oliveira,W,Outside heel hook,European NG,67,F,2022,0.0,
Austin Baker,Daniel Manasoiu,L,Inside heel hook,Emrald CI 5,ABS,F,2022,0.0,
Austin Baker,Freddy Vosgrone,L,Inside heel hook,NoGi Worlds,ABS,R1,2022,0.0,
Baret Yoshida,Garry Nakamura,W,Kneebar,F2W 126,,SPF,2022,0.0,
José Bruno Matias,Francisco Lo,L,Toe hold,Houston FO,88,F,2022,0.0,
Tye Ruotolo,Garry Tonon,W,Darce choke,One FC,,SPF,2022,0.0,
Tye Ruotolo,Johnatha Alves,W,4x2,World Champ.,76,8F,2022,1.0,2.0
Tye Ruotolo,Levi Jones,W,8x0,World Champ.,76,4F,2022,1.0,8.0
Tye Ruotolo,Lucas Valente,W,4x0,World Champ.,76,SF,2022,1.0,4.0
Caio Caetano,Celso Reis,W,Kneebar,World Champ.,82,R1,2022,0.0,
Tye Ruotolo,Marat Gafurov,W,Triangle armlock,One FC,82,SPF,2022,0.0,
Uanderson Ferreira,Tommy Langaker,L,2x2,Grand Slam LDN,85,F,2022,1.0,0.0
Uanderson Ferreira,Gabriel Costa,L,Choke from back,Grand Slam AD,85,F,2022,0.0,
Uanderson Ferreira,Jansen Gomes,L,DQ,Grand Slam RJ,85,4F,2022,0.0,
Uanderson Ferreira,Lucas Lira,L,2x0,VP Cup,94,SF,2022,1.0,2.0
Uanderson Ferreira,Fellipe Andrew,L,2x0,World Pro,85,4F,2022,1.0,2.0
Uanderson Ferreira,Elias Costa,W,Triangle,Dubai Pro,85,4F,2022,0.0,
Uanderson Ferreira,Rodolfo Giarola,W,Choke from back,Dubai Pro,85,SF,2022,0.0,
Uanderson Ferreira,Flavio Vianna,W,7x2,Dubai Pro,85,F,2022,1.0,5.0
Uanderson Ferreira,Lucas Gualberto,W,2x1,King of Mats,85,RR,2022,1.0,1.0
Uanderson Ferreira,Guilherme Rocha,W,1x0,King of Mats,85,RR,2022,1.0,1.0
Uanderson Ferreira,Natan Chueng,W,2x1,King of Mats,85,SF,2022,1.0,1.0
Uanderson Ferreira,Tommy Langaker,W,1x1,King of Mats,85,F,2022,1.0,0.0
Uanderson Ferreira,Louis Corazza,W,Choke from back,Grand Slam LDN,85,8F,2022,0.0,
Uanderson Ferreira,Tarik Hopstok,W,1x0,Grand Slam LDN,85,4F,2022,1.0,1.0
Uanderson Ferreira,Caio Viturino,W,2x1,Grand Slam LDN,85,SF,2022,1.0,1.0
Uanderson Ferreira,Igor Araujo,W,Choke from back,NAS Sports,85,SF,2022,0.0,
Uanderson Ferreira,Igor Sousa,W,2x0,Grand Slam AD,85,4F,2022,1.0,2.0
Uanderson Ferreira,P. Cadete,W,5x4,Grand Slam AD,85,SF,2022,1.0,1.0
Uanderson Ferreira,Flavio Vianna,W,Armbar,Fujairah Pro,85,SF,2022,0.0,
Uanderson Ferreira,Igor Sousa,W,2x0,Fujairah Pro,85,F,2022,1.0,2.0
Uanderson Ferreira,Lucas Foguinho,W,1x0,Grand Slam RJ,85,R1,2022,1.0,1.0
Uanderson Ferreira,Francisco Lo,W,Referee Decision,Grand Slam RJ,85,8F,2022,0.0,
Uanderson Ferreira,Thiago Amorim,W,Armbar,UAE Nat Pro,85,SF,2022,0.0,
Caio Caetano,Rehan Muttalib,W,Kneebar,Houston FO,82,4F,2022,0.0,
Uanderson Ferreira,Abdullah Kubaisi,W,Choke from back,VP Cup,94,3RD,2022,0.0,
Uanderson Ferreira,Francisco Diego,W,13x0,Asia Pro,85,SF,2022,1.0,13.0
Uanderson Ferreira,Lucas Giraud,W,Armbar,Asia Pro,85,F,2022,0.0,
Uanderson Ferreira,Pablo Estepa,W,Choke from back,World Pro,85,8F,2022,0.0,
Uanderson Ferreira,Pablo Estepa,W,Choke from back,World Pro,85,RPC,2022,0.0,
